	Genes.tsv					KB	Simulation	Essentiality						EcoGene			WCM curation	Gene Ontology
Included	In Orth 2011	Substrates	EcoCyc ID	Symbol	Name	Annotation	Function	Synth_Prob	Prob(>=1 transcript/gen)	KEIO LB	KEIO MM 24h	KEIO MM 48h 	Gen footprin LB	PEC database	Mutagen LB	Name	Function	Description	Function	GO-terms
Yes	Yes	['D-ERYTHRO-IMIDAZOLE-GLYCEROL-P // IMIDAZOLE-ACETOL-P // WATER', 'WATER // L-HISTIDINOL-P // HISTIDINOL // Pi']	EG10445	hisB	HisB	characterized	characterized	4.27493317172E-05	1.00	0.72	0.012	0.024	N	N	N	histidinol-phosphatase and imidazoleglycerol-phosphate dehydratase	Enzyme; Amino acid biosynthesis: Histidine	Imidazoleglycerolphosphate dehydratase/histidinol phosphatase; bifunctional enzyme; HAD21	Met Orth 	N/A
Yes	Yes	['GLT // IMIDAZOLE-ACETOL-P // L-HISTIDINOL-P // 2-KETOGLUTARATE']	EG10446	hisC	HisC	characterized	characterized	3.46746142026E-05	1.00	0.762	0.011	0.012	N	N	N	histidinol-phosphate aminotransferase	Enzyme; Amino acid biosynthesis: Histidine	Histidinol-phosphate aminotransferase	Met Orth 	N/A
Yes	Yes	['WATER // NAD // HISTIDINAL // PROTON // HIS // NADH', 'WATER // NAD // HISTIDINOL // HIS // NADH // PROTON', 'NAD // HISTIDINOL // PROTON // HISTIDINAL // NADH']	EG10447	hisD	HisD	characterized	characterized	3.33563778384E-05	1.00	0.761	0.01	0.002	N	N	N	bifunctional histidinal dehydrogenase/ histidinol dehydrogenase	Enzyme; Amino acid biosynthesis: Histidine	Histidinol dehydrogenase	Met Orth 	N/A
Yes	Yes	['WATER // GLN // GLT // AMMONIUM', 'AMMONIUM // PHOSPHORIBULOSYL-FORMIMINO-AICAR-P // D-ERYTHRO-IMIDAZOLE-GLYCEROL-P // AICAR // WATER // PROTON', 'GLN // PHOSPHORIBULOSYL-FORMIMINO-AICAR-P // PROTON // GLT // D-ERYTHRO-IMIDAZOLE-GLYCEROL-P // AICAR']	EG10448	hisF	imidazole glycerol phosphate synthase	characterized	characterized	1.57932566585E-05	1.00	0.759	0.011	0.012	N	N	N	imidazole glycerol phosphate synthase, catalytic subunit with HisH	Enzyme; Amino acid biosynthesis: Histidine	Imidazole glycerol phosphate (IGP) synthase, cyclase subunit	Met Orth 	N/A
Yes	Yes	['PPI // PHOSPHORIBOSYL-ATP // PROTON // ATP // PRPP']	EG10449	hisG	HisG	characterized	characterized	5.14072009177E-05	1.00	0.791	0.021	0.014	X	N	N	ATP phosphoribosyltransferase	Enzyme; Amino acid biosynthesis: Histidine	ATP-phosphoribosyltransferase	Met Orth 	N/A
Yes	No	['WATER // GLN // GLT // AMMONIUM', 'AMMONIUM // PHOSPHORIBULOSYL-FORMIMINO-AICAR-P // D-ERYTHRO-IMIDAZOLE-GLYCEROL-P // AICAR // WATER // PROTON', 'GLN // PHOSPHORIBULOSYL-FORMIMINO-AICAR-P // PROTON // GLT // D-ERYTHRO-IMIDAZOLE-GLYCEROL-P // AICAR']	EG10450	hisH	imidazole glycerol phosphate synthase	characterized	characterized	1.96168684824E-05	1.00	0.683	0.011	0.023	N	N	u	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit	Enzyme; Amino acid biosynthesis: Histidine	Imidazole glycerol phosphate (IGP) synthase, amidotransferase	Met Orth 	N/A
Yes	Yes	['WATER // PHOSPHORIBOSYL-AMP // PHOSPHORIBOSYL-FORMIMINO-AICAR-P', 'WATER // PHOSPHORIBOSYL-ATP // PHOSPHORIBOSYL-AMP // PPI // PROTON']	EG10451	hisI	phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphatase	characterized	characterized	4.34288972437E-05	1.00	0.792	0.015	0.025	N	N	u	phosphoribosyl-AMP cyclohydrolase and phosphoribosyl-ATP pyrophosphatase	Enzyme; Amino acid biosynthesis: Histidine	PR-ATP pyrophosphatase/PR-AMP cyclohydrolase, bifunctional	Met Orth 	N/A
Yes	Yes	['WATER // ATP // ADP // Pi // HIS // PROTON', 'WATER // ATP // ADP // Pi // ARG // PROTON', 'WATER // ATP // ADP // Pi // L-ORNITHINE // PROTON', 'WATER // ATP // LYS // ADP // Pi // PROTON']	EG10452	hisP	lysine / arginine / ornithine ABC transporter / histidine ABC transporter - ATP binding subunit	characterized	characterized	1.08148611478E-05	1.00	0.853	0.247	0.249	N	N	u	histidine ABC transporter ATPase	Transport; Transport of small molecules: Amino acids, amines	Histidine ABC transporter ATPase	Met Orth 	histidine transport
Yes	Yes	['ATP // HIS // HIS-tRNAs // Charged-HIS-tRNAs // PPI // AMP']	EG10453	hisS	histidyl-tRNA synthetase	characterized	characterized	0.0001207566	1.00	N.A.	N.A.	N.A.	E	E	u	histidyl tRNA synthetase	Enzyme; Aminoacyl tRNA synthetases, tRNA modification	Histidine--tRNA ligase	Met Orth 	histidyl-tRNA aminoacylation
Can add reaction	No	['OXYGEN-MOLECULE // NITRIC-OXIDE // NADH-P-OR-NOP // NAD-P-OR-NOP // NITRATE // PROTON', 'NAD-P-OR-NOP // 5678-TETRAHYDROPTERIDINE // 67-DIHYDROPTERIDINE // NADH-P-OR-NOP // PROTON']	EG10456	hmp	nitric oxide dioxygenase	characterized	characterized	5.24574158229E-06	0.91	0.728	0.338	0.34	N	N	N	fused nitric oxide dioxygenase/dihydropteridine reductase 2	Enzyme; Energy metabolism, carbon: Electron transport	Flavohemoglobin; nitric oxide dioxygenase; dihydropteridine reductase; GSNO and nitrite reductase; has alkylhydroperoxide reductase activity, possibly involved in the repair of lipid membrane oxidative damage	Met Orth 	oxygen transport
Yes	Yes	['RIBULOSE-5P // PROTON // DIHYDROXY-BUTANONE-P // FORMATE']	EG10465	ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase	characterized	characterized	2.51584576115E-05	1.00	N.A.	N.A.	N.A.	E	E	u	3,4-dihydroxy-2-butanone-4-phosphate synthase	Enzyme; Biosynthesis of cofactors, carriers: Riboflavin	3,4-dihydroxy-2-butanone 4-phosphate synthase; riboflavin biosynthesis; acid-inducible; homodimeric	Met Orth 	riboflavin biosynthetic process
Can add reaction	Yes	['E- // PROTON // HYDROGEN-MOLECULE', 'OXYGEN-MOLECULE // HYDROGEN-MOLECULE // WATER', 'HYDROGEN-MOLECULE // Menaquinones // Menaquinols // PROTON', 'E- // PROTON // Menaquinones // Menaquinols']	EG10468	hyaA	hydrogenase 1	characterized	characterized	1.21377259782E-07	0.00	0.739	0.246	0.236	E	N	N	hydrogenase 1, small subunit	Enzyme; Energy metabolism, carbon: Aerobic respiration	Hydrogenase-1 small subunit, periplasmic	Met Orth 	N/A
Can add reaction	No	['E- // PROTON // HYDROGEN-MOLECULE', 'OXYGEN-MOLECULE // HYDROGEN-MOLECULE // WATER', 'HYDROGEN-MOLECULE // Menaquinones // Menaquinols // PROTON', 'E- // PROTON // Menaquinones // Menaquinols']	EG10469	hyaB	hydrogenase 1	characterized	characterized	1.72600610031E-07	0.03	0.732	0.333	0.322	N	N	N	hydrogenase 1, large subunit	Enzyme; Energy metabolism, carbon: Aerobic respiration	Hydrogenase-1 large subunit, periplasmic	Met Orth 	N/A
Can add reaction	No	['E- // PROTON // HYDROGEN-MOLECULE', 'OXYGEN-MOLECULE // HYDROGEN-MOLECULE // WATER', 'HYDROGEN-MOLECULE // Menaquinones // Menaquinols // PROTON', 'E- // PROTON // Menaquinones // Menaquinols']	EG10470	hyaC	hydrogenase 1	characterized	characterized	2.14863963511E-07	0.09	0.741	0.311	0.403	E	N	N	hydrogenase 1, b-type cytochrome subunit	Putative enzyme; Energy metabolism, carbon: Aerobic respiration	Hydrogenase 1 b-type cytochrome subunit	Met Orth 	N/A
Yes	Yes	['FORMATE // PROTON // CARBON-DIOXIDE // HYDROGEN-MOLECULE', 'PROTON // Reduced-hydrogenase-3 // HYDROGEN-MOLECULE // Oxidized-hydrogenase-3']	EG10475	hycB	hydrogenase 3	characterized	characterized	1.16539552088E-07	0.03	0.706	0.188	0.259	X	N	N	hydrogenase 3, Fe-S subunit	Putative enzyme; Energy metabolism, carbon: Fermentation	Formate hydrogenlyase complex iron-sulfur protein	Met Orth 	N/A
Yes	No	['FORMATE // PROTON // CARBON-DIOXIDE // HYDROGEN-MOLECULE', 'PROTON // Reduced-hydrogenase-3 // HYDROGEN-MOLECULE // Oxidized-hydrogenase-3']	EG10476	hycC	hydrogenase 3	characterized	characterized	9.85308556112E-08	0.00	0.746	0.25	0.317	N	N	u	hydrogenase 3, membrane subunit	Enzyme; Energy metabolism, carbon: Fermentation	Formate hydrogenlyase complex inner membrane protein	Met Orth 	N/A
Yes	No	['FORMATE // PROTON // CARBON-DIOXIDE // HYDROGEN-MOLECULE', 'PROTON // Reduced-hydrogenase-3 // HYDROGEN-MOLECULE // Oxidized-hydrogenase-3']	EG10477	hycD	hydrogenase 3	characterized	characterized	2.24216901705E-07	0.09	0.745	0.323	0.375	N	N	N	hydrogenase 3, membrane subunit	Enzyme; Energy metabolism, carbon: Fermentation	Formate hydrogenlyase complex inner membrane protein	Met Orth 	N/A
Yes	No	['FORMATE // PROTON // CARBON-DIOXIDE // HYDROGEN-MOLECULE', 'PROTON // Reduced-hydrogenase-3 // HYDROGEN-MOLECULE // Oxidized-hydrogenase-3']	EG10478	hycE	hydrogenase 3	characterized	characterized	2.28629475921E-07	0.16	0.783	0.381	0.38	N	N	N	hydrogenase 3, large subunit	Enzyme; Energy metabolism, carbon: Fermentation	Hydrogenase 3 large subunit, [NiFe] cluster; heterodimer	Met Orth 	N/A
Yes	No	['FORMATE // PROTON // CARBON-DIOXIDE // HYDROGEN-MOLECULE', 'PROTON // Reduced-hydrogenase-3 // HYDROGEN-MOLECULE // Oxidized-hydrogenase-3']	EG10479	hycF	formate hydrogenlyase complex iron-sulfur protein	characterized	characterized	4.02570400036E-07	0.16	0.759	0.348	0.349	E	N	N	formate hydrogenlyase complex iron-sulfur protein	Putative enzyme; Energy metabolism, carbon: Fermentation	Formate hydrogenlyase complex iron-sulfur protein	Met Orth 	N/A
Yes	No	['FORMATE // PROTON // CARBON-DIOXIDE // HYDROGEN-MOLECULE', 'PROTON // Reduced-hydrogenase-3 // HYDROGEN-MOLECULE // Oxidized-hydrogenase-3']	EG10480	hycG	hydrogenase 3 and formate hydrogenlyase complex	characterized	characterized	5.07246010285E-07	0.28	0.744	0.415	0.437	N	N	N	hydrogenase 3 and formate hydrogenase complex, HycG subunit	Phenotype; Energy metabolism, carbon: Fermentation	Hydrogenase 3 small subunit	Met Orth 	N/A
Yes	Yes	['NADP // THREO-DS-ISO-CITRATE // NADPH // 2-KETOGLUTARATE // CARBON-DIOXIDE', 'NADP // THREO-DS-ISO-CITRATE // OXALO-SUCCINATE // NADPH // PROTON', 'PROTON // OXALO-SUCCINATE // 2-KETOGLUTARATE // CARBON-DIOXIDE']	EG10489	icd	Icd	characterized	characterized	0.0006124134	1.00	0.61	0.029	0.066	N	N	u	isocitrate dehydrogenase; e14 prophage attachment site; tellurite reductase	Enzyme; Energy metabolism, carbon: TCA cycle; Phage or Prophage Related	Isocitrate dehydrogenase, NADP(+)-specific; e14 attachment site; tellurite reductase	Met Orth 	glyoxylate cycle
Yes	Yes	['ATP // ILE // ILE-tRNAs // Charged-ILE-tRNAs // PPI // AMP']	EG10492	ileS	isoleucyl-tRNA synthetase	characterized	characterized	0.0001577189	1.00	0.575	0.311	0.333	E	E	u	isoleucyl-tRNA synthetase	Enzyme; Aminoacyl tRNA synthetases, tRNA modification	Isoleucine--tRNA ligase	Met Orth 	isoleucyl-tRNA aminoacylation
Yes	Yes	['THR // 2-OXOBUTANOATE // AMMONIUM', 'THR // CPD-15056 // WATER // PROTON']	EG10493	ilvA	IlvA	characterized	characterized	9.36869022289E-06	0.91	0.751	0.014	0.014	N	N	u	l-threonine dehydratase, biosynthetic; also known as threonine deaminase	Enzyme; Amino acid biosynthesis: Isoleucine, Valine	L-threonine dehydratase, biosynthetic, PLP-dependent; also known as threonine deaminase; tetrameric	Met Orth 	N/A
Yes	Yes	['PYRUVATE // PROTON // 2-ACETO-LACTATE // CARBON-DIOXIDE', '2-OXOBUTANOATE // PYRUVATE // PROTON // 2-ACETO-2-HYDROXY-BUTYRATE // CARBON-DIOXIDE']	EG10494	ilvB	IlvB	characterized	characterized	2.13106645861E-05	1.00	0.788	0.366	0.413	N	N	N	acetolactate synthase 2 large subunit	Enzyme; Amino acid biosynthesis: Isoleucine, Valine	Acetolactate synthase 1 large subunit, valine-sensitive; acetohydroxy acid synthase I; heterotetrameric AHAS-I	Met Orth 	N/A
Yes	Yes	['NADP // CPD-13357 // 2-ACETO-LACTATE // NADPH // PROTON', 'NADP // 1-KETO-2-METHYLVALERATE // PROTON // 2-ACETO-2-HYDROXY-BUTYRATE // NADPH', 'NADP // L-PANTOATE // PROTON // 2-DEHYDROPANTOATE // NADPH']	EG10495	ilvC	IlvC	characterized	characterized	0.001708754	1.00	0.775	0.02	0.037	N	N	N	ketol-acid reductoisomerase, NAD(P)-binding	Enzyme; Amino acid biosynthesis: Isoleucine, Valine	Ketol-acid reductoisomerase	Met Orth 	N/A
Yes	Yes	['CPD-13357 // 2-KETO-ISOVALERATE // WATER', '1-KETO-2-METHYLVALERATE // 2-KETO-3-METHYL-VALERATE // WATER']	EG10496	ilvD	IlvD	characterized	characterized	2.7793199305E-05	1.00	0.758	0.013	0.007	N	N	N	dihydroxyacid dehydratase	Enzyme; Amino acid biosynthesis: Isoleucine, Valine	Dihydroxyacid dehydratase; homodimeric	Met Orth 	N/A
Yes	Yes	['GLT // PHENYL-PYRUVATE // PHE // 2-KETOGLUTARATE', '2-KETOGLUTARATE // ILE // 2-KETO-3-METHYL-VALERATE // GLT', '2-KETOGLUTARATE // LEU // 2K-4CH3-PENTANOATE // GLT', '2-KETOGLUTARATE // VAL // 2-KETO-ISOVALERATE // GLT']	EG10497	ilvE	IlvE	characterized	characterized	3.84988155213E-05	1.00	0.8	0.007	0.016	N	N	N	branched-chain amino acid aminotransferase	Enzyme; Amino acid biosynthesis: Isoleucine, Valine	Branched-chain amino acid aminotransferase; transaminase B; dimer of trimers	Met Orth 	aspartate biosynthetic process
Yes	Yes	['PYRUVATE // PROTON // 2-ACETO-LACTATE // CARBON-DIOXIDE', '2-OXOBUTANOATE // PYRUVATE // PROTON // 2-ACETO-2-HYDROXY-BUTYRATE // CARBON-DIOXIDE']	EG10499	ilvH	IlvH	characterized	characterized	0.000086281	1.00	0.769	0.189	0.213	N	N	u	acetolactate synthase 3, small subunit, valine-sensitive	Enzyme; Amino acid biosynthesis: Isoleucine, Valine	Acetolactate synthase 3 small regulatory subunit; acetohydroxy acid synthase III; heterotetrameric AHAS-III	Met Orth 	N/A
Yes	No	['PYRUVATE // PROTON // 2-ACETO-LACTATE // CARBON-DIOXIDE', '2-OXOBUTANOATE // PYRUVATE // PROTON // 2-ACETO-2-HYDROXY-BUTYRATE // CARBON-DIOXIDE']	EG10500	ilvI	IlvI	characterized	characterized	5.39942983846E-05	1.00	0.765	0.142	0.282	N	N	u	acetolactate synthase 3 large subunit	Enzyme; Amino acid biosynthesis: Isoleucine, Valine	Acetolactate synthase 3 large subunit, valine-sensitive; acetohydroxy acid synthase III; heterotetrameric AHAS-III	Met Orth 	N/A
Yes	No	['PYRUVATE // PROTON // 2-ACETO-LACTATE // CARBON-DIOXIDE', '2-OXOBUTANOATE // PYRUVATE // PROTON // 2-ACETO-2-HYDROXY-BUTYRATE // CARBON-DIOXIDE']	EG10502	ilvN	IlvN	characterized	characterized	3.64127528704E-05	1.00	0.776	0.377	0.636	X	N	u	acetolactate synthase 1 small subunit	Enzyme; Amino acid biosynthesis: Isoleucine, Valine	Acetolactate synthase 1 small regulatory subunit; acetohydroxy acid synthase I; heterotetrameric AHAS-I	Met Orth 	N/A
Yes	Yes	['DELTA3-ISOPENTENYL-PP // CPD-4211 // GERANYL-PP // PPI', 'DELTA3-ISOPENTENYL-PP // GERANYL-PP // FARNESYL-PP // PPI']	EG10508	ispA	geranyl diphosphate synthase / farnesyl diphosphate synthase	characterized	characterized	2.80808130464E-05	1.00	N.A.	N.A.	N.A.	E	E	u	geranyltranstransferase	Enzyme; Biosynthesis of cofactors, carriers: Menaquinone, ubiquinone	Farnesyl diphosphate synthase, isoprenoid biosynthesis	Met Orth 	geranyl diphosphate biosynthetic process
Yes	Yes	['HYDROGEN-PEROXIDE // WATER // OXYGEN-MOLECULE', 'HYDROGEN-PEROXIDE // Heme-b // HEME_D']	EG10509	katE	catalase II	characterized	characterized	8.38569412161E-06	0.84	0.808	0.334	0.345	N	N	u	catalase HPII, heme d-containing	Enzyme; Detoxification	Catalase HPII, heme d-containing; hydroperoxidase II; response to oxidative stress; chromate resistance	Met Orth 	hydrogen peroxide catabolic process
Yes	Yes	['HYDROGEN-PEROXIDE // WATER // OXYGEN-MOLECULE', 'HYDROGEN-PEROXIDE // Donor-H2 // Acceptor // WATER']	EG10511	katG	hydroperoxidase I	characterized	characterized	0.000021672	1.00	0.752	0.279	0.279	N	N	N	catalase-peroxidase HPI, heme b-containing	Enzyme; Detoxification	Catalase-peroxidase HPI, heme b-containing; hydroperoxidase I	Met Orth 	hydrogen peroxide catabolic process
Yes	Yes	['ACETYL-COA // GLY // AMINO-OXOBUT // CO-A']	EG10512	kbl	Kbl	characterized	characterized	1.2608065994E-06	0.53	0.664	0.299	0.326	N	N	N	glycine C-acetyltransferase	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	2-amino-3-ketobutyrate CoA ligase	Met Orth 	L-threonine catabolic process to glycine
Yes	Yes	['ATP // WATER // K+ // Pi // ADP // PROTON']	EG10513	kdpA	K<sup>+</sup> transporting ATPase - K<sup>+</sup> channel forming subunit	characterized	characterized	7.11384679677E-08	0.00	0.886	0.461	0.504	N	N	u	potassium translocating ATPase, subunit A	Enzyme; Transport of small molecules: Cations	Potassium-translocating ATPase, A subunit; high-affinity potassium transport	Met Orth 	N/A
Yes	Yes	['ATP // WATER // K+ // Pi // ADP // PROTON']	EG10514	kdpB	K<sup>+</sup> transporting ATPase - ATP binding subunit	characterized	characterized	2.20226082896E-07	0.03	0.746	0.334	0.397	N	N	N	potassium translocating ATPase, subunit B	Enzyme; Transport of small molecules: Cations	Potassium-translocating ATPase, B subunit; high-affinity potassium transport	Met Orth 	N/A
Yes	Yes	['ATP // WATER // K+ // Pi // ADP // PROTON']	EG10515	kdpC	K<sup>+</sup> transporting ATPase - KdpC subunit	characterized	characterized	5.8317685535E-07	0.16	0.742	0.366	0.402	?	N	u	potassium translocating ATPase, subunit C	Enzyme; Transport of small molecules: Cations	Potassium-translocating ATPase, C subunit; high-affinity potassium transport	Met Orth 	N/A
Yes	Yes	['PHOSPHO-ENOL-PYRUVATE // WATER // CPD-18118 // KDO-8P // Pi']	EG10518	kdsA	3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate synthase	characterized	characterized	6.49741697878E-05	1.00	N.A.	N.A.	N.A.	N*	E	u	3-deoxy-D-manno-octulosonate 8-phosphate synthase	Enzyme; Surface polysaccharides & antigens	3-deoxy-D-manno-octulosonate 8-phosphate (KDO8-P) synthase; LPS biosynthesis	Met Orth 	keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
Yes	Yes	['CTP // KDO // CMP-KDO // PPI']	EG10519	kdsB	3-deoxy-D-<i>manno</i>-octulosonate cytidylyltransferase	characterized	characterized	2.84661022224E-05	1.00	N.A.	N.A.	N.A.	E	E	u	3-deoxy-manno-octulosonate cytidylyltransferase	Enzyme; Surface polysaccharides & antigens	3-deoxy-manno-octulosonate cytidylyltransferase; CMP-KDO synthase (CKS); LPS biosynthesis	Met Orth 	CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
Yes	Yes	['CMP-KDO // KDO-LIPID-IVA // PROTON // KDO2-LIPID-IVA // CMP', 'LIPID-IV-A // CMP-KDO // PROTON // KDO-LIPID-IVA // CMP']	EG10520	waaA	KDO transferase	characterized	characterized	8.67634301995E-06	0.97	N.A.	N.A.	N.A.	E	E	u	3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase)	Enzyme; Surface polysaccharides & antigens	3-deoxy-D-manno-octulosonate(Kdo)-lipid A transferase	Met Orth 	Kdo2-lipid A biosynthetic process
Yes	Yes	['PROTON // K+']	EG10521	kefC	KefC	characterized	characterized	1.37111900481E-06	0.47	0.756	0.363	0.424	N	N	u	potassium:proton antiporter	Transport; Transport of small molecules: Cations	NEM-activatable K+/H+ antiporter	Met Orth 	response to methylglyoxal
Can add reaction	Yes	['PROTON // 2-KETOGLUTARATE']	EG10522	kgtP	&alpha;-ketoglutarate H<sup>+</sup> symporter	characterized	characterized	0.0005829967	1.00	0.75	0.347	0.353	N	N	N	alpha-ketoglutarate transporter	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	Alpha-ketoglutarate permease	Met Orth 	N/A
Yes	Yes	['PROTON // CPD-3785', 'PROTON // Alpha-lactose', 'PROTON // CPD-3561', 'PROTON // CPD-3801', 'PROTON // MELIBIOSE']	EG10526	lacY	lactose / melibiose H<sup>+</sup> symporter LacY	characterized	characterized	0.00000026	0.06	0.786	0.296	0.304	N	N	u	lactose permease	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	Lactose permease; galactoside permease	Met Orth 	lactose transport
Yes	Yes	['WATER // CPD-3785 // GALACTOSE // D-ARABINOSE', 'Alpha-lactose // ALLOLACTOSE', 'WATER // CPD-15972 // GALACTOSE // Glucopyranose', 'WATER // CPD-3561 // GALACTOSE // Fructofuranose']	EG10527	lacZ	&beta;-galactosidase monomer	characterized	characterized	1.35518748527E-07	0.06	N.A.	N.A.	N.A.	N	N	u	beta-D-galactosidase	Enzyme; Degradation of small molecules: Carbon compounds	Beta-D-galactosidase	Met Orth 	lactose catabolic process
Can add reaction	Yes	['MALTOSE', 'Unspecified-Ion-Or-Solute']	EG10528	lamB	LamB	characterized	characterized	5.01782366197E-06	0.91	0.804	0.269	0.235	N	N	N	maltose outer membrane porin (maltoporin)	IS, phage, Tn; Transport of small molecules: Carbohydrates, organic acids, alcohols	Maltoporin, maltose high-affinity uptake system; phage lambda receptor protein	Met Orth 	maltose transport
Yes	Yes	['ATP // LEU // LEU-tRNAs // Charged-LEU-tRNAs // PPI // AMP']	EG10532	leuS	leucyl-tRNA synthetase	characterized	characterized	0.0001002103	1.00	N.A.	N.A.	N.A.	E	E	u	leucyl-tRNA synthetase	Enzyme; Aminoacyl tRNA synthetases, tRNA modification	Leucine--tRNA ligase	Met Orth 	leucyl-tRNA aminoacylation
Yes	Yes	['WATER // ATP // ADP // Pi // ILE // PROTON', 'WATER // ATP // ADP // Pi // LEU // PROTON', 'WATER // ATP // ADP // Pi // VAL // PROTON', 'WATER // ATP // PHE // ADP // Pi // PROTON', 'WATER // ATP // ADP // Pi // LEU // PROTON', 'WATER // ATP // PHE // ADP // Pi // PROTON']	EG10536	livF	branched chain amino acid ABC transporter - ATP binding subunit	characterized	characterized	9.98881606991E-05	1.00	0.849	0.397	0.555	N	N	N	branched-chain amino acid ABC transporter ATPase	Transport; Transport of small molecules: Amino acids, amines	Branched-chain amino acid ABC transporter ATPase	Met Orth 	N/A
