Downloaded smart table from ecocyc for all compounds with added column for common name
"Compound"	"Common-Name"
CPD-16459	"dihydrogen phosphate"
CPD-3745	"isethionate"
CPD-10434	"ethanesulfonate"
CPD-13593	"5-bromo-4-chloro-3-indoxyl phosphate"
CPD0-2075	"1-pentanesulfonate"
CPD-3746	"methanesulfonate"
CPD-10435	"1-propanesulfonate"
PYRIDOXINE	"pyridoxine"
CPD0-2546	"1-decanesulfonate"
PYRIDOXAL_PHOSPHATE	"pyridoxal 5'-phosphate"
CPD0-1958	"3-(<i>N</i>-morpholino)propanesulfonate"
PYRIDOXINE-5P	"pyridoxine 5'-phosphate"
CPD-3744	"1-butanesulfonate"
PYRIDOXAMINE	"pyridoxamine"
CPD0-2547	"1-octanesulfonate"
CPD0-1221	"4-deoxypyridoxine 5'-phosphate"
CPD0-2074	"1-hexanesulfonate"
CPD-10303	"D-allothreonine"
PYRIDOXAMINE-5P	"pyridoxamine 5'-phosphate"
PYRIDOXAL	"pyridoxal"
L-ALLO-THREONINE	"L-<I>allo</I>-threonine"
CPD0-1433	"phenyl-thiazolylurea-sulfonamides"
CPD0-1123	"<i>N</i>-acetyl-&beta;-neuraminate"
CPD0-1309	"4-mercuriphenylsulfonate"
R--ALLANTOIN	"(<i>R</i>)-(-)-allantoin"
CPD-397	"S-methyl-L-methionine"
CPD0-1122	"<i>N</i>-acetyl-&alpha;-neuraminate"
CPD0-1313	"mersalyl acid"
S-ALLANTOIN	"(<i>S</i>)-(+)-allantoin"
CPD-7670	"dimethyl sulfide"
CPD-9939	"harmaline"
CPD0-1354	"tetrahydrothiamine diphosphate"
CPD-7673	"3-sulfanylpropanoate"
CPD-9956	"ubiquinol-<i>8</i>"
CPD-19809	"2,2'-piperazine-1,4-diylbisethanesulfonate"
CAPSAICIN	"capsaicin"
CPD0-2061	"ubiquinol-<i>1</i>"
CPD-8651	"betalamate"
CPD-7702	"D-penicillamine"
CPD-8670	"portulacaxanthin II"
L-PENICILLAMINE	"L-penicillamine"
CPD-607	"adenosine tetraphosphate"
ERYTHROSE	"D-erythrose"
CPD-43	"1,1,1-trichloro-2,2-bis(4-chlorophenyl)ethane"
L-GULONATE	"L-gulonate"
CPD-400	"guaiacol"
CPD0-1083	"<i>aldehydo</i>-L-galactonate"
CPD-14142	"neomycin B"
L-IDONATE	"L-idonate"
CPD-14197	"amikacin"
MANNITOL	"D-mannitol"
D-ALTRONATE	"D-altronate"
CPD-4821	"kanamycin A"
SORBITOL	"D-sorbitol"
D-GALACTONATE	"D-galactonate"
CPD-369	"L-iditol"
GALACTITOL-1-PHOSPHATE	"galactitol 1-phosphate"
GALACTITOL	"galactitol"
MANNITOL-1P	"D-mannitol 1-phosphate"
RIBITOL	"ribitol"
D-SORBITOL-6-P	"D-sorbitol 6-phosphate"
XYLITOL	"xylitol"
CPD0-2460	"lactitol"
CPD-3609	"maltitol"
CPD-355	"D-arabinitol"
CPD0-1114	"L-rhamnitol"
CPD-19512	"isothiocyanate"
DIHYDROCOUMARIN	"3,4-dihydrocoumarin"
L-ARABITOL	"L-arabinitol"
SO3	"sulfite"
CPD-16720	"toluquinol"
BENZENE	"benzene"
CPD-352	"17&beta;-estradiol"
CPD-22307	"3-deoxy-D-arabino-heptulopyranuronate 7-phosphate"
MELILOTATE	"melilotate"
CPD-4422	"chromate"
CPD-9138	"2,4,6-trinitrotoluene"
CPD0-1374	"2-<i>O</i>-methyl cyclic 3-deoxy-D-arabino-heptulosonate 7-phosphate"
CPD-13594	"p-toluidine"
SE-2	"selenide"
CPD0-2360	"cumene"
CPD-15332	"9H-purine-2,6,8-triol"
BORATE	"borate"
4-hydroxybenzoate	"4-hydroxybenzoate"
NITRITE	"nitrite"
HCO3	"hydrogencarbonate"
CPD0-621	"iron(III)-coprogen"
CPD0-1385	"perchlorate"
CPD0-2114	"Fe(III) hydroxamate"
SULFATE	"sulfate"
CPD-4584	"vanadate"
SELENATE	"selenate"
CPD-14	"tetrathionate"
OH	"OH<SUP>-</SUP>"
ANTIMONITE	"antimonite"
HSO3	"hydrogensulfite"
CPD0-2516	"tetraborate"
CPD-479	"4-(methylsulfanyl)-2-oxobutanoate"
CPD-552	"trithionate"
SELENITE	"selenite"
2-OCTAPRENYL-6-HYDROXYPHENOL	"3-(<i>all-trans</i>-octaprenyl)benzene-1,2-diol"
CPD-3	"molybdate"
S2O3	"thiosulfate"
ALLANTOATE	"allantoate"
ARSENATE	"arsenate"
CPD0-1366	"carboxin"
NITRATE	"nitrate"
CPD0-2517	"heptamolybdate"
TUNGSTATE	"tungstate"
CPD-11627	"(<i>S</i>)-nipecotate"
CPD-7046	"sulfide(2-)"
11-DEOXY-CORTISOL	"11-desoxycortisol"
CPD-9275	"allicin"
CPD-487	"adenosine 5'-phosphoramidate"
GMP-LYSINE-PHOSPHORAMIDATE	"GMP-N-&epsilon;-(N-&alpha;-acetyl lysine methyl ester) 5'-phosphoramidate"
L-LYXOSE	"&beta;-L-lyxopyranose"
AMP-LYSINE	"AMP-N-&epsilon;-(N-&alpha;-acetyl lysine methyl ester) 5-phosphoramidate"
CPD-11209	"guanosine 5'-monophosphomorpholidate"
SULFUR-DIOXIDE	"sulfur dioxide"
CPD0-2459	"triethanolamine"
METHYL-GROUP	"a methyl group"
EDTA	"EDTA"
CARBOXYL-GROUP	"a carboxyl group"
CPD0-2241	"ferrichrome"
PHOSPHATE-GROUP	"a phosphate group"
CPD0-2262	"coprogen"
HYDROXYL-GROUP	"a hydroxyl group"
CPD0-1308	"glyphosate"
CPD-3764	"desferrioxamine B"
AMINO-GROUP	"an amino group"
CPD0-2205	"ferrichrome with no bound iron"
PYROPHOSPHATE-GROUP	"a pyrophosphate group"
IMINO-GROUP	"an imino group"
ENTEROBACTIN	"enterobactin"
CARBONYL-GROUP	"a carbonyl group"
2-OCTAPRENYLPHENOL	"2-octaprenylphenol"
THIOL-GROUP	"a thiol group"
CPD-21304	"alloxanthine"
LINAMARIN	"linamarin"
CPD-20901	"rhodamine 6G"
CPD-19259	"minocycline"
CPD0-1336	"3-nitrilo-L-alanine"
GERANYLGERANYL-PP	"geranylgeranyl diphosphate"
7-CYANO-7-DEAZAGUANINE	"preQ<sub>0</sub>"
CPD0-1414	"tetracycline"
CPD0-1399	"cyanoborohydride"
ALL-TRANS-PENTAPRENYL-DIPHOSPHATE	"geranylfarnesyl diphosphate"
CPD-1125	"(R)-amygdalin"
CPD-17518	"mitomycin C"
HCN	"hydrogen cyanide"
OCTAPRENYL-DIPHOSPHATE	"all-<i>trans</i>-octaprenyl diphosphate"
CPD-13584	"cyanide"
CPD-21340	"<i>all-trans</i>-nonaprenyl diphosphate"
CPD-17456	"reduced coenzyme F430"
ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE	"all-<i>trans</i>-heptaprenyl diphosphate"
FERRIC-ENTEROBACTIN-COMPLEX	"iron(III)-enterobactin complex"
ALL-TRANS-HEXAPRENYL-DIPHOSPHATE	"all-<i>trans</i>-hexaprenyl diphosphate"
CPD-21612	"iron(III)-[(2,3-dihydroxybenzoylserine)<sub>2</sub>] complex"
CPD0-2482	"iron(III)-[<i>N</i>-(2,3-dihydroxybenzoyl)-L-serine trimer] complex"
CPD-17082	"iron(III)-[<i>N</i>-(2,3-dihydroxybenzoyl)-L-serine] complex"
CPD-31	"(R)-citramalate"
S-CITRAMALATE	"(<i>S</i>)-citramalate"
FERRIC-CITRATE-COMPLEX	"iron(III) dicitrate"
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE	"5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide"
CPD-19318	"diferric dicitrate"
PHOSPHORIBOSYL-FORMIMINO-AICAR-P	"1-(5-phospho-&beta;-D-ribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide"
AICAR	"5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide"
CPD0-2175	"Fe(III)hydoxamate, unloaded"
PHOSPHORIBULOSYL-FORMIMINO-AICAR-P	"phosphoribulosylformimino-AICAR-phosphate"
CPD-13407	"D,L-lactamide"
CPD-16989	"(<i>E</i>)-3-penten-2-one"
CPD0-2621	"citric acid monohydrate"
TRIS-HYDROCHLORIDE	"tris-hydrochloride"
CPD0-1651	"MgADP"
CPD0-1634	"MgATP<sup>2-</sup>"
CPD0-2430	"triethanolamine HCI"
CPD0-1668	"phenyl-&alpha;-D-glucoside"
CPD-21519	"Batimastat"
LI+	"Li<sup>+</sup>"
CPD-20900	"benzalkonium"
CPD-22526	"<i>p</i>-aminophenyl-&alpha;-D-glucoside"
CPD-20897	"pentamidine"
CPD-21	"Tl<sup>+</sup>"
CPD-20920	"tetrachlorosalicylanilide"
CPD0-2431	"sodium pyruvate"
CPD-20898	"nigericin"
AG+	"Ag<SUP>+</SUP>"
CPD-20899	"valinomycin"
CPD0-1031	"chlorothalonil"
CPD0-2662	"2-O-acetyl-L-fucosyl-(1->3)-&beta;-D-glucopyranosyl-diphosphoundecaprenol"
NA+	"Na<SUP>+</SUP>"
CPD0-2663	"3-O-acetyl-L-fucosyl-(1->3)-&beta;-D-glucopyranosyl-diphosphoundecaprenol"
CPD-16983	"sodium dodecyl sulfate"
CPD-17753	"2-cyano-4-nitrophenol"
CU+	"Cu<SUP>+</SUP>"
5-10-METHENYL-THF	"5,10-methenyltetrahydrofolate mono-L-glutamate"
CPD-7970	"carbonylcyanide <i>m</i>-chlorophenylhydrazone"
R-2-HYDROXYGLUTARATE	"(<i>R</i>)-2-hydroxyglutarate"
AMMONIUM	"ammonium"
CPD-381	"(<i>S</i>)-2-hydroxyglutarate"
CPD0-2443	"calcium pantothenate"
L-CITRULLINE	"L-citrulline"
PROTON	"H<SUP>+</SUP>"
CPD0-2298	"(<i>S</i>)-ureidoglycine"
CPD0-1676	"tetramethylammonium hydroxide"
CPD-389	"<i>N</i>-carbamoyl-2-oxoglycine"
K+	"K<SUP>+</SUP>"
CPD-1091	"(<i>S</i>)-ureidoglycolate"
CPD-7082	"potassium cyanide"
CPD0-2331	"(<i>Z</i>)-3-ureidoacrylate"
CPD-2	"Cs<sup>+</sup>"
CPD-5821	"(<i>S</i>)-2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline"
BENZYL-ALCOHOL	"benzyl alcohol"
CPD-13927	"(<i>Z</i>)-2-methylureidoacrylate peracid"
RB+	"Rb<SUP>+</SUP>"
CPD0-2338	"(<i>Z</i>)-3-ureidoacrylate peracid"
CPD-16618	"L-malic semialdehyde"
CPD-8524	"<i>N</i>-carbamoyl-D-phenylglycine"
AS+5	"As<sup>+5</sup>"
CPD-22331	"(<i>Z</i>)-2-methylureidoacrylate"
CPD-16566	"<i>keto</i>-L-rhamnulose"
FADH	"FADH"
CPD-12377	"hydroxyl radical"
SUPER-OXIDE	"superoxide"
CPD-318	"monodehydroascorbate radical"
CPD-16503	"(2R)-3-sulfolactaldehyde"
CPD-16500	"[FeO(OH)] monomer"
CPD0-1395	"peroxynitrite"
HYDROGEN-PEROXIDE	"hydrogen peroxide"
CPD-15873	"<i>bis</i>(guanylyl molybdopterin) cofactor"
N-ACETYL-9-O-ACETYLNEURAMINATE	"<i>N</i>-acetyl-9-<i>O</i>-acetylneuraminate"
CPD-582	"guanylyl molybdenum cofactor"
CPD-16013	"2-iminobutanoate"
IMINOASPARTATE	"2-iminosuccinate"
GDP-GROUP	"GDP group"
CPD-15874	"<i>bis</i>(molybdenum cofactor)"
CPD0-1966	"N&alpha;,N&epsilon;-diacetyl-L-lysyl-D-alanyl-D-lactate"
CPD-16015	"2-iminopropanoate"
CDP-GROUP	"CDP group"
CPD-8123	"MoO<sub>2</sub>-molybdopterin cofactor"
UDP-GROUP	"UDP group"
CPD-18906	"molybdenum cofactor (MsrP)"
CMP-GROUP	"CMP group"
CPD0-1882	"cytidylyl molybdenum cofactor"
FARNESYL-PP	"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate"
ADP-GROUP	"ADP group"
CPD-21374	"<i>bis</i>(guanylyl tungstenpterin) cofactor"
CPD-273	"<i>N</i>-glycolylneuraminate"
DTDP-GROUP	"dTDP group"
CPD-15868	"<i>aldehydo</i>-L-lyxose"
CPD0-2648	"D-cycloserine phosphate"
AMP-GROUP	"AMP group"
CPD-8926	"clotrimazol"
CPD0-2604	"macarbomycin"
L-XYLULOSE	"L-xylulose"
CPD-20944	"crystal violet"
CPD-6001	"L-ribose"
CPD0-1606	"fusidate"
ADENOSYLCOBALAMIN-5-P	"adenosylcobalamin 5'-phosphate"
CPD-18727	"rifampicin"
L-RIBULOSE	"L-ribulose"
CPD0-1481	"amiclenomycin"
CPD-315	"cyanocob(III)alamin"
CPD-12245	"vancomycin"
MOENOMYCIN	"moenomycin"
CPD0-1256	"hydroxocobalamin"
CPD0-1242	"thiolactomycin"
CPD0-441	"fosmidomycin"
CPD0-1113	"fosfomycin"
CPD0-2606	"ristocetin"
CPD-2482	"D-cycloserine"
CPD-15579	"sulfamate"
CPD-20133	"deoxynybomycin"
CPD0-1545	"penem CGP31608"
CPD0-1151	"lipid A-core 1-diphosphate"
CPD-12251	"teicoplanin"
PYRAZINAMIDE	"pyrazinamide"
CPD-21356	"core oligosaccharide-lipid A (<i>E. coli</i> R3 core type)"
CPD0-1244	"myxothiazol"
CPD0-920	"indolmycin"
CPD-15242	"lipid A-core-pyrophosphoethanolamine"
CPD0-1227	"triclosan"
CPD0-2608	"amoxicillin"
CPD0-938	"galactosyl-(glucosyl)<sub>3</sub>-(heptosyl)<sub>3</sub>-Kdo<sub>2</sub>-lipid A-bisphosphate"
CPD-6901	"cerulenin"
CPD0-2598	"AM-112"
CPD-21357	"core oligosaccharide-lipid A (<i>E. coli</i> R4 core type)"
CPD-20921	"bicozamycin"
CPD0-1581	"trimethoprim"
CPD-21352	"core oligosaccharide-lipid A (<i>E. coli</i> R1 core type)"
CPD-15417	"novobiocin"
PYRAZINOIC-ACID	"pyrazine-2-carboxylate"
CPD0-939	"core oligosaccharide-lipid A (<i>E. coli</i> K-12 core type)"
CPD0-1348	"borrelidin"
CHLORAMPHENICOL	"chloramphenicol"
CPD-21359	"core oligosaccharide-lipid A (<i>E. coli</i> K-12 core type) (no GlcNAc)"
CPD0-1233	"piericidin A"
CPD-21354	"core oligosaccharide-lipid A (<i>E. coli</i> R2 core type)"
CPD-15016	"(4<i>S</i>)-4-hydroxy-2-oxoglutarate"
D-4-HYDROXY-2-KETO-GLUTARATE	"(4<i>R</i>)-4-hydroxy-2-oxoglutarate"
CPD-14763	"3''-<i>O</i>-acetyl-ADP-ribose"
CPD-21533	"a [protein]-<i>N</i><sup>6</sup>-[1,1-(5-adenosylyl-&alpha;-D-ribose-1,2-di-O-yl)ethyl]-L-lysine"
CPD-14762	"2''-<i>O</i>-acetyl-ADP-ribose"
CPD-3604	"<i>N</i>-acetyl-&alpha;-D-galactosamine"
N-ACETYL-D-GLUCOSAMINE	"<i>N</i>-acetyl-&beta;-D-glucosamine"
CPD-507	"&beta;-D-cellobiose 6'-phosphate"
TREHALOSE-6P	"&alpha;,&alpha;-trehalose 6-phosphate"
CPD-12175	"(<i>S</i>)-3-hydroxy-isobutanoate"
CPD-12176	"(<i>R</i>)-3-hydroxy-isobutanoate"
CPD0-2581	"pseudomonate A"
ISONIAZIDE	"isoniazid"
GLYCEROL-3P	"<i>sn</i>-glycerol 3-phosphate"
SN-GLYCEROL-1-PHOSPHATE	"<i>sn</i>-glycerol 1-phosphate"
CPD-18260	"prenylated FMNH<sub>2</sub>"
CPD0-2612	"cefoselis sulfate"
CPD-16577	"&beta;-glucose 1,6-bisphosphate"
ALPHA-GLUCOSE-16-BISPHOSPHATE	"&alpha;-glucose 1,6-bisphosphate"
CPD-13357	"(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate"
L-PIPECOLATE	"L-pipecolate"
CPD-10208	"(2E)-2-butylidene-4-hydroxy-5-methyl-3(2H)-furanone"
CPD-10204	"norfuraneol"
CPD-10205	"4-hydroxy-5-methyl-2-methylene-3(2H)-furanone"
CPD-10206	"(2E)-2-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone"
CPD-19542	"tetraethylammonium"
CPD-20896	"chlorhexidine"
CPD-20888	"cetylpyridinium"
CPD0-2629	"benzethonium"
CPD-20889	"domiphen"
CPD0-2630	"dimethyldioctadecylammonium"
CPD-20894	"dequalinium"
CPD0-1625	"methylene blue"
N-ACETYL-D-MANNOSAMINE	"<i>N</i>-acetyl-&beta;-D-mannosamine"
CPD-8829	"cibacron blue 3GA"
CPD0-1147	"methyl red"
CPD-12792	"Reactive Blue 5"
CPD0-1149	"ethyl red"
CPD-12795	"Reactive Blue 19"
TDP-D-FUCOSAMINE	"dTDP-4-amino-4,6-dideoxy-&alpha;-D-galactose"
THIAMINE	"thiamine"
NIACINAMIDE	"nicotinamide"
NIACINE	"nicotinate"
C6	"<i>ditrans,octacis</i>-undecaprenyldiphospho-[(<i>N</i>-acetyl-&beta;-D-glucosaminyl)-(1,4)-]-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine"
ASCORBATE	"L-ascorbate"
D-aspartate-peptidoglycan	"<i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-N-(&beta;-D-asparatyl)-L-lysyl-D-alanyl-D-alanine"
RIBOFLAVIN	"riboflavin"
CPD-17985	"a mature peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide"
BIOTIN	"biotin"
CPD0-2579	"a mature peptidoglycan with D,D cross-links (<i>meso</i>-diaminopimelate containing)"
CPD-12261	"a peptidoglycan with D,D cross-links (<I>meso</I>-diaminopimelate containing)"
CPD-13575	"2-[(2<i>R</i>,5<i>Z</i>)-2-carboxy-4-methylthiazol-5(2<i>H</i>)-ylidene]ethyl phosphate"
CPD-17932	"a nascent peptidoglycan with D,D cross-links (<i>meso</i>-diaminopimelate containing)"
CPD0-2283	"a peptidoglycan dimer with pentapeptide stems (<i>meso</i>-diaminopimelate containing)"
THZ	"5-(2-hydroxyethyl)-4-methylthiazole"
CPD-12231	"a peptidoglycan dimer (<I>meso</I>-diaminopimelate containing)"
CPD-18259	"a peptidoglycan dimer with pentapeptide stem (<i>meso</i>-diaminopimelate containing)"
THZ-P	"4-methyl-5-(2-phosphooxyethyl)thiazole"
CPD-17986	"a mature peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanine) tetrapeptide"
CPD0-1080	"GlcNAc-1,6-anhMurNAc-L-Ala-&gamma;-D-Glu-DAP-D-Ala"
CPD-16717	"1-stearoyl-<i>sn</i>-glycerol"
CPD0-1812	"2-oleoylglycerol"
NITROUS-OXIDE	"nitrous oxide"
Elemental-Sulfur	"S<sup>0</sup>"
OXYGEN-MOLECULE	"oxygen"
HS	"hydrogen sulfide"
CPD-12799	"hypochlorous acid"
NITRIC-OXIDE	"nitric oxide"
CPD-12800	"hypochlorite"
CPD-18808	"a nascent peptidoglycan (<i>meso</i>-DAP containing) with GlcNAc terminus"
CPD-17989	"a mature peptidoglycan<sub>(n)</sub> (<i>meso</i>-DAP containing)"
CPD-13804	"erythromycin A"
CPD-17969	"a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-glycine) tetrapeptide"
CPD0-2274	"a peptidoglycan dimer with tetrapeptide and tripepetide stems (<i>meso</i> diaminopimelate containing)"
CPD-13353	"(2S,3E)-2-amino-4-(2-aminoethoxy)but-3-enoate"
CPD0-2245	"a peptidoglycan dimer with pentapeptide and tetrapeptide stems (<I>meso</i>-diaminopimelate containing)"
CPD-20756	"N-acetyl-muramoyl-(L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine)"
CPD-13322	"(<i>E</i>)-hept-3-en-2-one"
CPD-18805	"a mature peptidoglycan strand (non-reducing terminus)"
CPD-17987	"a mature peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimelate) tripeptide"
CPD0-1307	"3-methyl-2-butanone"
CPD0-2287	"a peptidoglycan dimer with pentapeptide and tripeptide stems (<i>meso</i>-diaminopimelate containing)"
CPD-17947	"a nascent peptidoglycan with L,D cross links (<i>meso</i>-diaminopimelate containing)"
CPD-17189	"<i>Co</i>&alpha;-[&alpha;-(adenin-7-yl)]-<i>Co</i>&beta;-adenosylcobamide"
DIACETYL	"diacetyl"
CPD0-2269	"a peptidoglycan dimer with tetrapeptide stems (<i>meso</i>-diaminopimelate containing)"
CPD-20757	"N-acetyl-muramoyl-(L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanine)"
ADENOSYLCOBALAMIN	"adenosylcobalamin"
CPD-18807	"a nascent peptidoglycan (<i>meso</i>-DAP containing)"
CPD-17988	"a mature peptidoglycan with L,D cross-links (<i>meso</i>-diaminopimelate containing)"
CPD-20061	"polymyxin B5"
CPD-17968	"a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimelate) tripeptide"
CPD0-2272	"a peptidoglycan dimer with tripeptide stems (<i>meso</i>-diaminopimelate containing)"
CPD-20058	"polymyxin Ile-B1"
CPD0-2213	"a peptidoglycan trimer with pentapeptide stems (<i>meso</i>-diaminopimelate containing)"
CPD-16461	"polymyxin M"
MALTOTRIOSE	"maltotriose"
CPD-20062	"polymyxin B6"
CPD-20059	"polymyxin B3"
CPD-16462	"polymyxin B2"
CPD-13158	"polymyxin E2"
CPD0-1277	"polymyxin B1"
CPD-20060	"polymyxin B4"
CPD-16463	"polymyxin E1"
CPD-16444	"polymyxin A"
STERONE-RING	"sterone-ring"
CPD0-1472	"tetrahydropteroyl-&alpha;-glutamylglutamate"
PTERIDINE-RING	"pteridine-ring"
THF	"5,6,7,8-tetrahydrofolate"
PENTOSE-RING	"pentose-ring"
CPD-1301	"tetrahydropteroyl tri-L-glutamate"
PURINE-RING	"purine-ring"
CPD-21016	"enoxacin"
PHENANTHRENE-RING	"phenanthrene-ring"
CPD-12843	"ciprofloxacin"
CPD0-2646	"cyclic enterobacterial common antigen"
ADENINE-RING	"adenine-ring"
CPD-21015	"norfloxacin"
PYRIDINE-RING	"pyridine-ring"
CPD-12826	"folate"
PORPHYRIN-RING	"porphyrin-ring"
UNDECAPRENYL-P	"all-<i>trans</i>-undecaprenyl phosphate"
NUKED-PENTOSE-RING	"nt-pentose-ring"
CPD-12587	"(2<i>E</i>,6<i>E</i>)-farnesyl phosphate"
CPD-9646	"<i>di-trans,octa-cis</i>-undecaprenyl phosphate"
NRPS-Group	"[non-ribosomal peptide synthase] group"
CPD-12538	"&alpha;-D-glucosamine"
PKS-ACP-GROUP	"[polyketide synthase acyl-carrier protein]-group"
CPD-12539	"&beta;-D-glucosamine"
ACP-GROUP	"[acyl-carrier protein]-group"
CPD-1244	"&alpha;-maltose 6'-phosphate"
Peptidyl-Carrier-Protein-Group	"[peptidyl-carrier protein] group"
Aryl-Carrier-Protein-Group	"[aryl-carrier protein] group"
CPD0-2501	"<i>N</i>-monoacetylchitobiose 6'-phosphate"
CPD0-2640	"M-antigen monomer undecaprenyl diphosphate"
DIACETYLCHITOBIOSE-6-PHOSPHATE	"<I>N,N'</i>-diacetylchitobiose 6'-phosphate"
SUCROSE-6P	"sucrose 6<sup>F</sup>-phosphate"
CPD0-2268	"(O16 antigen)<sub>2</sub>-undecaprenyl diphosphate"
CPD0-2294	"enterobacterial common antigen-core oligosaccharide-lipid A"
CPD0-2249	"(<i>E. coli</i> O16 antigen)<sub>4</sub>-core oligosaccharide-lipid A"
CPD0-2138	"(enterobacterial common antigen)<sub>4</sub>-undecaprenyl diphosphate"
CPD-12773	"&alpha;-D-glucopyranosyl-diphosphoundecaprenol"
ACETYL-D-GLUCOSAMINYLDIPHOSPHO-UNDECAPRE	"<i>N</i>-acetyl-&alpha;-D-glucosaminyldiphospho-<i>ditrans,octacis</i>-undecaprenol"
CPD0-2279	"<i>E. coli</i> O16 antigen monomer-diphosphoundecaprenol"
CPD-12115	"demethylmenaquinol-8"
CPD-15318	"&alpha;-D-ribose 5-phosphate"
CPD-16551	"&beta;-D-ribose 5-phosphate"
CPD0-2139	"(enterobacterial common antigen)<sub>3</sub> undecaprenyl-diphosphate"
CPD0-2613	"DQ-2556"
CPD-21531	"M-antigen (variant) monomer undecaprenyl diphosphate"
CPD0-934	"glucosyl-(heptosyl)<sub>3</sub>-Kdo<sub>2</sub>-lipid A-phosphate"
CPD-17530	"&alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A 1-diphosphate"
CPD-21032	"sulfamethoxazole"
CPD-21025	"nalidixate"
CPD0-930	"(heptosyl)<sub>2</sub>-Kdo<sub>2</sub>-lipid A"
C55-PP-GLCNAC-MANNACA	"<i>N</i>-acetyl-&beta;-D-mannosaminuronyl-(1&rarr;4)-N-acetyl-&alpha;-D-glucosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol"
CPD-12284	"&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid IV<SUB>A</SUB>"
CPD-11285	"sulfathiazole"
KDO2-PALMITOLEOYL-LIPID-IVA	"Kdo<SUB>2</SUB>-(palmitoleoyl)-lipid IV<SUB>A</SUB>"
CPD0-2280	"(O16 antigen)<sub>3</sub>-undecaprenyl diphosphate"
CPD0-2293	"4-amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A"
CPD0-2615	"cephalosporin derivative compound 6"
KDO2-LIPID-A	"&alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A (E. coli)"
CPD0-2214	"(O16 antigen)<sub>4</sub>-undecaprenyl diphosphate"
CPD0-2259	"glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A"
CPD0-2605	"chlorobiphenyl vancomycin"
HEPTOSYL-KDO2-LIPID-IVA	"heptosyl-Kdo<sub>2</sub>-lipid IV<sub>A</sub>"
CPD0-2135	"(enterobacterial common antigen)<sub>2</sub> undecaprenyl-diphosphate"
CPD0-2247	"galactosyl-inner core polysaccharide-lipid A"
C55-PP-GLCNAC-MANNACA-FUC4NAC	"(enterobacterial common antigen)-undecaprenyl diphosphate"
CPD0-935	"glucosyl-(heptosyl)<sub>3</sub>-Kdo<sub>2</sub>-lipid A-bisphosphate"
CPD0-2238	"inner core oligosaccharide-lipid A"
CPD-21033	"sulfamonomethoxine"
CPD0-2607	"DCB-PV"
CPD0-932	"glucosyl-(heptosyl)<sub>2</sub>-Kdo<sub>2</sub>-lipid A"
CPD-15237	"glucosyl-(heptosyl)<sub>3</sub>-glucosyluronate-Kdo<sub>2</sub>-lipid A-phosphate"
CPD-21029	"sulfachloropyridazine"
CPD-20213	"6DNM-NH3"
L-ARA4N-MODIFIED-KDO2-LIPID-A	"4'-&alpha;-L-Ara4<i>N</i>-&alpha;-Kdo-(2&rarr;4)-&alpha;-Kdo-(2&rarr;6)-[P4'-&alpha;-L-ara4<i>N</i>]-lipid A"
CPD-6661	"1D-<i>myo</i>-inositol (1,2,3,4,6)-penta<i>kis</i>phosphate"
CPD0-2295	"inner core oligosaccharide-lipid A with Kdo(III) and L-rhamnose (<i>E. coli</i>)"
CPD-534	"D-<i>myo</i>-inositol (1,2,4,5,6)-pentakisphosphate"
