"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Names"
EG11013	"b1274"	1331048	1333645	EG11013-MONOMER	"topA" // "supX" // "b1274" // "ECK1268"
EG10091	"b3744"	3927155	3928147	ASNSYNA-MONOMER	"asnA" // "b3744" // "ECK3738"
G6632	"b1240"	1294968	1295198	G6632-MONOMER	"ychG_1" // "ychG" // "b1240" // "ECK1234"
G6098	"b0190"	214291	214836	G6098-MONOMER	"yaeQ" // "b0190" // "ECK0190"
EG10245	"b0470"	492092	494023	MONOMER0-2383 // EG10245-MONOMER	"dnaX" // "dnaZ" // "b0470" // "ECK0464"
EG11223	"b3960"	4156850	4158223	ARGSUCCINLYA-MONOMER	"argH" // "b3960" // "ECK3951"
G0-16671	"b4656"	4532050	4532310		"yjhY" // "b4656" // "ECK4453"
G0-10456	"b4538"	2078575	2078931	MONOMER0-2678	"yoeF" // "b4538" // "ECK2000"
EG11505	"b1842"	1925108	1925338	EG11505-MONOMER	"holE" // "b1842" // "ECK1843"
EG10068	"b3172"	3318637	3319980	ARGSUCCINSYN-MONOMER	"argG" // "b3172" // "ECK3161"
G0-16654	"b4643"	2476584	2476598		"pawZ" // "b4643" // "ECK4464"
EG12365	"b3355"	3484490	3485359	EG12365-MONOMER	"prkB" // "yhfF" // "b3355" // "ECK3343"
EG10242	"b3701"	3881221	3882321	EG10242-MONOMER	"dnaN" // "b3701" // "ECK3693"
EG10065	"b3958"	4155001	4156005	N-ACETYLGLUTPREDUCT-MONOMER	"argC" // "Arg2" // "b3958" // "ECK3949"
EG12834	"b3268"	3419149	3420066	YHDW-MONOMER	"yhdW" // "b3268" // "ECK3255"
EG12139	"b2555"	2688793	2689506	EG12139-MONOMER	"qseG" // "yfhG" // "b2555" // "ECK2552"
EG11413	"b4259"	4483837	4484280	EG11413-MONOMER	"holC" // "b4259" // "ECK4252"
EG11286	"b3957"	4153696	4154847	ACETYLORNDEACET-MONOMER	"argE" // "b3957" // "ECK3948"
EG10714	"b4105"	4323336	4324352	PHND-MONOMER	"phnD" // "phn" // "psiD" // "b4105" // "ECK4098"
EG11936	"b4057"	4270658	4271014	EG11936-MONOMER	"yjbR" // "b4057" // "ECK4049"
EG10765	"b0467"	490285	490812	EG10765-MONOMER	"priC" // "b0467" // "ECK0461"
EG10069	"b4254"	4477307	4478311	CHAINI-MONOMER	"argI" // "b4254" // "ECK4247"
G7478	"b2858"	2995748	2996020	G7478-MONOMER	"ygeN" // "b2858" // "ECK2856"
EG11743	"b1495"	1575247	1577619	EG11743-MONOMER	"yddB" // "b1495" // "ECK1489"
EG11199	"b3742"	3926012	3926455	EG11199-MONOMER	"mioC" // "yieB" // "b3742" // "ECK3736"
EG11628	"b0860"	899844	900575	ARTJ-MONOMER	"artJ" // "b0860" // "ECK0851"
G6377	"b0705"	736900	737961	G6377-MONOMER	"ybfL" // "b0705" // "ECK0694"
EG11516	"b1188"	1235709	1237241	EG11516-MONOMER	"ycgB" // "b1188" // "ECK1176"
EG10204	"b3387"	3515077	3515913	EG10204-MONOMER	"dam" // "b3387" // "ECK3374"
EG10063	"b2818"	2949242	2950573	N-ACETYLTRANSFER-MONOMER	"argA" // "Arg2" // "Arg1" // "b2818" // "ECK2814"
G0-16668	"b4652"	3769948	3770146		"yibU" // "b4652" // "ECK4449"
EG11182	"b3356"	3485414	3485818	EG11182-MONOMER	"yhfA" // "b3356" // "ECK3344"
G7313	"b2496"	2618075	2618776	G7313-MONOMER	"hda" // "idaB" // "yfgE" // "b2496" // "ECK2492"
EG11624	"b0864"	903006	903734	ARTP-MONOMER	"artP" // "b0864" // "ECK0855"
G0-10615	"b4628"	266776	266967		"ykfK" // "b4628" // "ECK4444"
EG10433	"b3803"	3987885	3989066	HEMX-MONOMER	"hemX" // "b3803" // "ECK3797"
EG10686	"b3019"	3163715	3165973	EG10686-MONOMER	"parC" // "b3019" // "ECK3010"
EG10064	"b3959"	4156013	4156789	ACETYLGLUTKIN-MONOMER	"argB" // "b3959" // "ECK3950"
EG12226	"b3489"	3632852	3633244	EG12226-MONOMER	"yhiK" // "b4660" // "b3489" // "ECK3474"
G7887	"b4257"	4479730	4480926	G7887-MONOMER	"yjgN" // "b4257" // "ECK4250"
EG11014	"b1763"	1844999	1846960	EG11014-MONOMER	"topB" // "mutR" // "b1763" // "ECK1761"
EG10389	"b0809"	845741	846463	GLNQ-MONOMER	"glnQ" // "b0809" // "ECK0798"
EG10010	"b1456"	1527890	1529938	EG10010-MONOMER	"rhsE" // "b1456" // "ECK1450"
G7759	"b3442"	3581863	3583041	G7759-MONOMER	"yhhZ" // "b3442" // "ECK3428"
EG10423	"b2231"	2336793	2339420	EG10423-MONOMER	"gyrA" // "hisW" // "nalA" // "nfxA" // "norA" // "parD" // "b2231" // "ECK2223"
EG10386	"b0811"	847258	848004	GLNH-MONOMER	"glnH" // "b0811" // "ECK0800"
G7383	"b2648"	2783065	2783304	G7383-MONOMER	"pinH" // "ypjG" // "b2648" // "ECK2645"
G7620	"b3106"	3254319	3255020	G7620-MONOMER	"yhaK" // "b3106" // "ECK3097"
EG10837	"b3778"	3960677	3962698	EG10837-MONOMER	"rep" // "dasC" // "mbrA" // "mmrA" // "b3778" // "ECK3770"
EG11625	"b0863"	902257	902988	ARTI-MONOMER	"artI" // "b0863" // "ECK0854"
G6315	"b0561"	581534	582097	G6315-MONOMER	"tfaD" // "ylcF" // "ybcX" // "b0561" // "ECK0553"
G7515	"b2915"	3059381	3059611	G7515-MONOMER	"yqfE" // "b2915" // "ECK2911"
EG10243	"b0215"	236067	236798	EG10243-MONOMER	"dnaQ" // "mutD" // "b0215" // "ECK0215"
EG10107	"b3572"	3739705	3740958	VALINE-PYRUVATE-AMINOTRANSFER-MONOMER	"avtA" // "b3572" // "ECK3561"
G0-16665	"b4649"	3750918	3751109		"ysaD" // "b4649" // "ECK4460"
G7338	"b2544"	2673816	2674688	G7338-MONOMER	"yphB" // "b2544" // "ECK2541"
EG11063	"b1913"	1992874	1994706	EG11063-MONOMER	"uvrC" // "b1913" // "ECK1912"
G7184	"b2290"	2407561	2408778	G7184-MONOMER	"alaA" // "yfbQ" // "b2290" // "ECK2284"
G0-10567	"b4561"	4508684	4508942		"insM" // "b4561" // "ECK4273"
G7148	"b2176"	2270726	2272282	G7148-MONOMER	"pdeN" // "rtn" // "b2176" // "ECK2170"
EG10926	"b2011"	2082756	2084183	EG10926-MONOMER	"sbcB" // "exoI" // "rmuA" // "cpeA" // "xonA" // "b2011" // "ECK2005"
EG10497	"b3770"	3952484	3953413	BRANCHED-CHAINAMINOTRANSFER-MONOMER	"ilvE" // "b3770" // "ECK3762"
EG12020	"b2138"	2227323	2228411	EG12020-MONOMER	"mdtQ" // "yohH" // "yohG" // "b2138" // "ECK2131"
G6966	"b1780"	1863850	1864734	G6966-MONOMER	"yeaD" // "yzzQ" // "b1780" // "ECK1778"
G7016	"b1844"	1926120	1926782	G7016-MONOMER	"exoX" // "yobC" // "b1844" // "ECK1845"
G7242	"b2379"	2497057	2498295	G7242-MONOMER	"alaC" // "yfdZ" // "b2379" // "ECK2375"
G7222	"b2353"	2470803	2471105		"tfaS" // "yfdJ" // "b2353" // "ECK2347"
G6808	"b1522"	1610907	1611854	G6808-MONOMER	"dgcF" // "yneF" // "b1522" // "ECK1515"
EG11547	"b1652"	1728347	1728994	EG11547-MONOMER	"rnt" // "b1652" // "ECK1648"
EG10001	"b4053"	4265782	4266861	ALARACEBIOSYN-MONOMER	"alr" // "alr5" // "b4053" // "ECK4045"
G6119	"b0235"	253467	253733	G6119-MONOMER	"ykfJ" // "b0235" // "ECK0236"
G6506	"b0985"	1047945	1048691	G6506-MONOMER	"gfcC" // "ymcB" // "b0985" // "ECK0976"
EG10651	"b2159"	2250840	2251697	EG10651-MONOMER	"nfo" // "b2159" // "ECK2152"
G0-9281				MONOMER0-1241	"alaB"
G0-16661	"b4646"	3404638	3405031		"yrdE" // "b4646" // "ECK4442"
G6355	"b0648"	679508	680215	G6355-MONOMER	"ybeU" // "b0648" // "ECK0641"
EG11098	"b0422"	441101	441343	EG11098-MONOMER	"xseB" // "yajE" // "b0422" // "ECK0416"
EG10707	"b2599"	2737745	2738905	CHORISMUTPREPHENDEHYDRAT-MONOMER	"pheA" // "b2599" // "ECK2596"
G0-10561	"b4543"	2357816	2358001		"ypaA" // "b4543" // "ECK2237"
G0-8891	"b4595"	1308788	1308961	MONOMER0-765	"yciY" // "b4595" // "ECK4405"
EG11072	"b2509"	2634232	2635602	EG11072-MONOMER	"xseA" // "xse" // "b2509" // "ECK2505"
EG11039	"b2600"	2738948	2740069	CHORISMUTPREPHENDEHYDROG-MONOMER	"tyrA" // "b2600" // "ECK2597"
EG11611	"b1239"	1294426	1295016	EG11611-MONOMER	"ychG_2" // "ychG" // "b1239" // "ECK1234"
G0-10438	"b4512"	632182	632379	MONOMER0-2660	"ybdD" // "b4512" // "ECK0592"
EG10927	"b0397"	412607	415753	EG10927-MONOMER	"sbcC" // "b0397" // "ECK0391"
EG11040	"b4054"	4267114	4268307	TYRB-MONOMER	"tyrB" // "b4054" // "ECK4046"
EG12329	"b0148"	162105	164534	EG12329-MONOMER	"hrpB" // "yadO" // "b0148" // "ECK0147"
EG11915	"b3998"	4198790	4199461	EG11915-MONOMER	"nfi" // "yjaF" // "b3998" // "ECK3990"
EG10590	"b3940"	4129835	4132267	ASPKINIIHOMOSERDEHYDROGII-MONOMER	"metL" // "metM" // "b3940" // "ECK3932"
EG12097	"b2593"	2734303	2735034	EG12097-MONOMER	"pgeF" // "yfiH" // "b2593" // "ECK2591"
EG11336	"b2945"	3090347	3091054	EG11336-MONOMER	"endA" // "b2945" // "ECK2940"
EG10549	"b2838"	2977637	2978899	DIAMINOPIMDECARB-MONOMER	"lysA" // "b2838" // "ECK2836"
EG11922	"b4023"	4231359	4231631	EG11922-MONOMER	"yjbD" // "b4023" // "ECK4015"
EG11073	"b1749"	1832428	1833234	EG11073-MONOMER	"xthA" // "xth" // "b1749" // "ECK1747"
EG10207	"b0166"	185123	185947	MONOMER0-2001	"dapD" // "ssa" // "b0166" // "ECK0164"
EG11713	"b3689"	3868062	3869309	EG11713-MONOMER	"yidR" // "b3689" // "ECK3681"
EG10830	"b2892"	3036373	3038106	EG10830-MONOMER	"recJ" // "b2892" // "ECK2887"
EG10066	"b3359"	3488960	3490180	ACETYLORNTRANSAM-MONOMER	"argD" // "Arg1" // "dapC" // "dtu" // "b3359" // "ECK3347"
EG11410	"b4234"	4457314	4457865	EG11410-MONOMER	"yjgA" // "b4234" // "ECK4229"
G6407	"b0790"	823736	824497	G6407-MONOMER	"ybhP" // "b0790" // "ECK0779"
EG10998	"b0002"	337	2799	ASPKINIHOMOSERDEHYDROGI-MONOMER	"thrA" // "thrA2" // "Hs" // "thrA1" // "thrD" // "b0002" // "ECK0002"
EG11161	"b2928"	3073976	3074689	EG11161-MONOMER	"yggC" // "b2928" // "ECK2924"
EG11481	"b4483"	4023554	4024336	EG11481-MONOMER	"tatD" // "b3841 (obsolete)" // "yigX" // "b3840 (obsolete)" // "mttC" // "yigW" // "b4483" // "ECK3833"
EG10550	"b4024"	4231884	4233233	ASPKINIII-MONOMER	"lysC" // "apk" // "b4024" // "ECK4016"
G7871	"b4216"	4438708	4439262	G7871-MONOMER	"ytfJ" // "ecfJ" // "b4216" // "ECK4212"
EG11094	"b0398"	415750	416952	EG11094-MONOMER	"sbcD" // "yajA" // "b0398" // "ECK0392"
EG10208	"b2472"	2591607	2592734	MONOMER0-1981	"dapE" // "msgB" // "b2472" // "ECK2467"
G7728	"b3376"	3504935	3506020	G7728-MONOMER	"yhfS" // "b3376" // "ECK3363"
EG10612	"b4351"	4586949	4587863	EG10612-MONOMER	"mrr" // "b4351" // "ECK4341"
EG10205	"b2478"	2598882	2599760	DIHYDRODIPICSYN-MONOMER	"dapA" // "b2478" // "ECK2474"
G7612	"b3098"	3249375	3249680	G7612-MONOMER	"yqjD" // "b3098" // "ECK3089"
EG10460	"b4348"	4580068	4581462	EG10460-MONOMER	"hsdS" // "hsp" // "hss" // "rm" // "b4348" // "ECK4338"
EG10072	"b2310"	2427009	2427791	ARGT-MONOMER	"argT" // "b2310" // "ECK2304"
G7484	"b2865"	2999136	2999891	G7484-MONOMER	"ygeR" // "b2865" // "ECK2861"
EG10211	"b1961"	2030899	2032317	EG10211-MONOMER	"dcm" // "mec" // "b1961" // "ECK1959"
EG10209	"b3809"	3994762	3995586	DIAMINOPIMEPIM-MONOMER	"dapF" // "b3809" // "ECK3804"
G7298	"b2475"	2595874	2596737	G7298-MONOMER	"ypfJ" // "b2475" // "ECK2471"
EG10668	"b1335"	1399721	1400236	EG10668-MONOMER	"ogt" // "b1335" // "ECK1331"
EG10088	"b3433"	3573775	3574878	ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER	"asd" // "dap" // "hom" // "b3433" // "ECK3419"
G7087	"b2007"	2079032	2079361	G7087-MONOMER	"yeeX" // "b2007" // "ECK2001"
EG10574	"b4346"	4577958	4579337	EG10574-MONOMER	"mcrB" // "rglB" // "b4346" // "ECK4336"
EG10944	"b2913"	3057178	3058410	PGLYCDEHYDROG-MONOMER	"serA" // "b2913" // "ECK2909"
G6948	"b1753"	1835515	1836063	G6948-MONOMER	"ynjA" // "b1753" // "ECK1751"
EG10458	"b4349"	4581459	4583048	EG10458-MONOMER	"hsdM" // "hsm" // "hsp" // "b4349" // "ECK4339"
EG10945	"b4388"	4624895	4625863	PSERPHOSPHA-MONOMER	"serB" // "b4388" // "ECK4380"
G6769	"b1462"	1533282	1533851	G6769-MONOMER	"yddH" // "b1462" // "ECK1456"
EG10575	"b4345"	4576912	4577958	EG10575-MONOMER	"mcrC" // "b4345" // "ECK4335"
EG10946	"b0907"	957653	958741	PSERTRANSAM-MONOMER	"serC" // "pdxC" // "pdxF" // "b0907" // "ECK0898"
G6496	"b0961"	1023902	1024348	G6496-MONOMER	"yccF" // "b0961" // "ECK0952"
EG10459	"b4350"	4583249	4586761	EG10459-MONOMER	"hsdR" // "hsp" // "hsr" // "b4350" // "ECK4340"
EG10769	"b0386"	404835	405644	PYRROLINECARBREDUCT-MONOMER	"proC" // "pro(3)" // "Pro2" // "pro3" // "b0386" // "ECK0381"
G6289	"b0520"	549627	550442	G6289-MONOMER	"ylbF" // "b0520" // "ECK0513"
EG10833	"b3822"	4005864	4007693	EG10833-MONOMER	"recQ" // "b3822" // "ECK3816"
EG10767	"b0243"	261503	262756	GLUTSEMIALDEHYDROG-MONOMER	"proA" // "pro(1)" // "pro1" // "b0243" // "ECK0244"
G0-10657	"b4686"	4053647	4053757	MONOMER0-2884	"yshB" // "b4686" // "ECK4501"
EG10828	"b3700"	3880148	3881221	EG10828-MONOMER	"recF" // "uvrF" // "b3700" // "ECK3692"
EG10768	"b0242"	260388	261491	GLUTKIN-MONOMER	"proB" // "pro(2)" // "pro2" // "b0242" // "ECK0243"
EG12874	"b0412"	432312	432851	EG12874-MONOMER	"yajI" // "b0412" // "ECK0406"
EG10824	"b2820"	2952461	2956003	EG10824-MONOMER	"recB" // "ior" // "rorA" // "b2820" // "ECK2816"
EG10081	"b3390"	3518543	3519064	AROK-MONOMER	"aroK" // "b3390" // "ECK3377"
EG12291	"b3587"	3754105	3754428	EG12291-MONOMER	"yiaW" // "b3587" // "ECK3576"
EG10441	"b0912"	963828	964112	PD00348	"ihfB" // "hip" // "himD" // "b0912" // "ECK0903"
EG10076	"b1693"	1774686	1775444	AROD-MONOMER	"aroD" // "b1693" // "ECK1691"
EG12005	"b2124"	2211726	2212196	EG12005-MONOMER	"yehS" // "b2124" // "ECK2116"
EG10317	"b3261"	3411271	3411567	PD00196	"fis" // "nbp" // "b3261" // "ECK3248"
EG10073	"b0908"	958812	960095	AROA-MONOMER	"aroA" // "b0908" // "ECK0899"
EG11894	"b2012"	2084226	2084453	EG11894-MONOMER	"yeeD" // "b2012" // "ECK2006"
EG10834	"b0472"	494405	495010	EG10834-MONOMER	"recR" // "b0472" // "ECK0466"
EG10082	"b0388"	406405	406929	AROL-MONOMER	"aroL" // "b0388" // "ECK0383"
EG11684	"b3655"	3830457	3832166	EG11684-MONOMER	"yicH" // "b3655" // "ECK3645"
EG10825	"b2822"	2959060	2962428	EG10825-MONOMER	"recC" // "b2822" // "ECK2818"
EG10077	"b3281"	3430020	3430838	AROE-MONOMER	"aroE" // "b3281" // "ECK3268"
EG11291	"b2936"	3081913	3082671	EG11291-MONOMER	"loiP" // "yggG" // "b2936" // "ECK2931"
EG12690	"b0892"	937994	939337	EG12690-MONOMER	"rarA" // "ycaJ" // "mgsA" // "b0892" // "ECK0883"
EG10074	"b3389"	3517398	3518486	AROB-MONOMER	"aroB" // "b3389" // "ECK3376"
EG11139	"b1908"	1990954	1991619	EG11139-MONOMER	"yecA" // "b1908" // "ECK1907"
EG10694	"b4260"	4484440	4485951	EG10694-MONOMER	"pepA" // "carP" // "xerB" // "b4260" // "ECK4253"
EG11234	"b1692"	1773789	1774655	EG11234-MONOMER	"ydiB" // "b1692" // "ECK1690"
G7848	"b4183"	4411302	4411961	G7848-MONOMER	"yjfK" // "b4183" // "ECK4179"
EG11071	"b2894"	3038847	3039743	EG11071-MONOMER	"xerD" // "xprB" // "b2894" // "ECK2889"
EG10078	"b2601"	2740080	2741150	AROF-MONOMER	"aroF" // "b2601" // "ECK2598"
G7696	"b3279"	3429236	3429790	G7696-MONOMER	"yrdA" // "b3279" // "ECK3266"
EG10426	"b0962"	1024471	1026525	EG10426-MONOMER	"helD" // "srjB" // "b0962" // "ECK0953"
EG10075	"b2329"	2446388	2447473	AROC-MONOMER	"aroC" // "b2329" // "ECK2323"
G7597	"b3074"	3220915	3221247	G7597-MONOMER	"ygjH" // "b3074" // "ECK3064"
EG10925	"b1863"	1946855	1947376	EG10925-MONOMER	"ruvC" // "b1863" // "ECK1864"
EG10122	"b3412"	3544074	3544844	EG10122-MONOMER	"bioH" // "bioB" // "b3412" // "ECK3399"
G7436	"b2770"	2895776	2896555	G7436-MONOMER	"ygcR" // "b2770" // "ECK2765"
EG10832	"b2565"	2701741	2702469	EG10832-MONOMER	"recO" // "b2565" // "ECK2563"
EG10119	"b0777"	811522	812277	EG10119-MONOMER	"bioC" // "b0777" // "ECK0766"
G7238	"b2375"	2493767	2494402	G7238-MONOMER	"yfdX" // "b2375" // "ECK2371"
EG10826	"b2819"	2950635	2952461	EG10826-MONOMER	"recD" // "hopE" // "b2819" // "ECK2815"
G6851	"b1593"	1666524	1667219	G6851-MONOMER	"ynfK" // "b1593" // "ECK1588"
G7048	"b1955"	2025511	2026326	G7048-MONOMER	"yedP" // "b1955" // "ECK1953"
EG11296	"b4389"	4625912	4627294	EG11296-MONOMER	"radA" // "sms" // "b4389" // "ECK4381"
EG10120	"b0778"	812270	812947	DETHIOBIOTIN-SYN-MONOMER	"bioD" // "b0778" // "ECK0767"
G6914	"b1688"	1769074	1770186	G6914-MONOMER	"ydiK" // "b1688" // "ECK1685"
EG10440	"b1712"	1795253	1795552	PD00347	"ihfA" // "hid" // "himA" // "b1712" // "ECK1710"
EG10117	"b0774"	807968	809257	DAPASYN-MONOMER	"bioA" // "b0774" // "ECK0763"
G6672	"b1340"	1405979	1406542	G6672-MONOMER	"smrA" // "ydaL" // "b1340" // "ECK1337"
EG11319	"b1236"	1291457	1292365	GLUC1PURIDYLTRANS-MONOMER	"galU" // "ychD" // "b1236" // "ECK1231"
EG10124	"b3551"	3714061	3716394	EG10124-MONOMER	"bisC" // "b3551" // "ECK3538"
G6471	"b0916"	969389	970621	G6471-MONOMER	"ycaQ" // "b0916" // "ECK0907"
EG10566	"b1613"	1688576	1689751	MANNPISOM-MONOMER	"manA" // "pmi" // "b1613" // "ECK1608"
EG10121	"b0776"	810381	811535	7KAPSYN-MONOMER	"bioF" // "b0776" // "ECK0765"
G6258	"b0482"	507286	508080	G6258-MONOMER	"ybaP" // "b0482" // "ECK0476"
EG10363	"b0757"	788831	789979	GALACTOKIN-MONOMER	"galK" // "galA" // "b0757" // "ECK0746"
EG10118	"b0775"	809344	810384	BIOTIN-SYN-MONOMER	"bioB" // "b0775" // "ECK0764"
G0-10649	"b4676"	1878773	1878871	MONOMER0-2876	"yoaK" // "b4676" // "ECK4491"
EG10161	"b2049"	2123084	2124520	MANNPGUANYLTRANGDP-MONOMER	"cpsB" // "rfbM" // "manC" // "mni" // "b2049" // "ECK2043"
EG11331	"b1277"	1338570	1339160	GTP-CYCLOHYDRO-II-MONOMER	"ribA" // "b1277" // "ECK1272"
EG12710	"b1962"	2032384	2033079	EG12710-MONOMER	"yedJ" // "b1962" // "ECK1960"
EG10366	"b0758"	789983	791029	GALACTURIDYLYLTRANS-MONOMER	"galT" // "galB" // "b0758" // "ECK0747"
EG11202	"b3812"	3997183	3997899	EG11202-MONOMER	"yigB" // "b3812" // "ECK3807"
EG12269	"b3548"	3712236	3712934	EG12269-MONOMER	"yhjY" // "b3548" // "ECK3535"
G7239	"b2376"	2494698	2494973	G7239-MONOMER	"ypdI" // "b2376" // "ECK2372"
EG11406	"b1662"	1742601	1743242	RIBOFLAVIN-SYN-MONOMER	"ribC" // "ribE" // "b1662" // "ECK1658"
EG11970	"b3293"	3439141	3439509	EG11970-MONOMER	"yhdN" // "b3293" // "ECK3280"
EG10229	"b2321"	2437950	2438945	EG10229-MONOMER	"flk" // "div" // "b2321" // "ECK2315"
EG11321	"b0414"	433455	434558	RIBOFLAVINSYNDEAM-MONOMER	"ribD" // "nusII" // "ribG" // "ybaE" // "b0414" // "ECK0408"
EG11855	"b3890"	4079751	4079969	EG11855-MONOMER	"yiiF" // "b3890" // "ECK3883"
EG11976	"b1949"	2022616	2022885	EG11976-MONOMER	"fliQ" // "flaQ" // "b1949" // "ECK1947"
EG10465	"b3041"	3183813	3184466	DIOHBUTANONEPSYN-MONOMER	"ribB" // "luxH" // "htrP" // "luxH-l" // "b3041" // "ECK3032"
EG11604	"b4473"	3432436	3433560	EG11604-MONOMER	"smf" // "b3286 (obsolete)" // "b3285 (obsolete)" // "smf1" // "smf2" // "b4473" // "ECK3272"
G377	"b1941"	2016554	2017927	G377-MONOMER	"fliI" // "fla" // "flaAIII" // "flaC" // "b1941" // "ECK1939"
G6442	"b0844"	885316	886131	G6442-MONOMER	"ybjI" // "b0844" // "ECK0834"
EG11215	"b4363"	4601624	4602097	EG11215-MONOMER	"yjjB" // "b4363" // "ECK4353"
EG11343	"b1053"	1114264	1115490	YCEE-MONOMER	"mdtG" // "yceE" // "b1053" // "ECK1038"
EG11322	"b0415"	434647	435117	LUMAZINESYN-MONOMER	"ribE" // "nusIII" // "ribH" // "ybaF" // "b0415" // "ECK0409"
EG11126	"b1258"	1315270	1315770	EG11126-MONOMER	"yciF" // "b1258" // "ECK1252"
EG11225	"b4138"	4365472	4366773	DCUA-MONOMER	"dcuA" // "genA" // "b4138" // "ECK4132"
EG11079	"b0025"	21407	22348	RIBF-MONOMER	"ribF" // "yaaC" // "b0025" // "ECK0026"
G7839	"b4158"	4385704	4386018	G7839-MONOMER	"yjeO" // "b4158" // "ECK4154"
G7501	"b2882"	3024351	3025751	YGFO-MONOMER	"xanQ" // "ygfO" // "b2882" // "ECK2878"
EG12693	"b1813"	1896170	1896748	EG12693-MONOMER	"nudL" // "yeaB" // "b1813" // "ECK1811"
G7684	"b3239"	3385857	3386129	G7684-MONOMER	"yhcO" // "b3239" // "ECK3228"
EG11049	"b3451"	3589182	3590027	UGPE-MONOMER	"ugpE" // "b3451" // "ECK3435"
EG10691	"b0052"	52427	53416	PDXA-MONOMER	"pdxA" // "b0052" // "ECK0053"
G7568	"b4469"	3158927	3161146	G7568-MONOMER	"ygiQ" // "ygiR" // "b3016 (obsolete)" // "b3015 (obsolete)" // "b4469" // "ECK3007"
G7300	"b2483"	2603847	2604794	MONOMER0-154	"hyfC" // "b2483" // "ECK2479"
G0-9461	"b2320"	2436715	2437851	ERYTHRON4PDEHYDROG-MONOMER	"pdxB" // "usg-2" // "b2320" // "ECK2314"
G7432	"b2766"	2892657	2893928	G7432-MONOMER	"ygcN" // "b2766" // "ECK2761"
EG10952	"b2617"	2753605	2753946	EG10952-MONOMER	"bamE" // "smpA" // "smqA" // "b2617" // "ECK2613"
EG10693	"b2564"	2700998	2701729	PDXJ-MONOMER	"pdxJ" // "b2564" // "ECK2562"
G7013	"b1840"	1923719	1924591	G7013-MONOMER	"yebZ" // "b1840" // "ECK1841"
G7070	"b1985"	2058203	2059846	YEEO-MONOMER	"yeeO" // "b1985" // "ECK1980"
EG11591	"b0630"	661637	662278	EG11591-MONOMER	"lipB" // "cde" // "lip" // "b0630" // "ECK0623"
G6895	"b1667"	1746700	1747005	G6895-MONOMER	"ydhR" // "b1667" // "ECK1663"
EG10781	"b2585"	2722727	2724082	PHOSPHASERSYN-MONOMER	"pssA" // "pss" // "b2585" // "ECK2583"
EG11796	"b4386"	4623101	4624117	EG11796-MONOMER	"lplA" // "yjjF" // "slr" // "b4386" // "ECK4378"
G6618	"b1181"	1228815	1229276	G6618-MONOMER	"ycgN" // "b1181" // "ECK1169"
EG10706	"b1912"	1992269	1992817	PHOSPHAGLYPSYN-MONOMER	"pgsA" // "b1912" // "ECK1911"
EG11306	"b0628"	659251	660216	EG11306-MONOMER	"lipA" // "lip" // "b0628" // "ECK0621"
G6451	"b0866"	904593	904916	G6451-MONOMER	"ybjQ" // "b0866" // "ECK0857"
EG10635	"b0679"	703944	705890	NAGE-MONOMER	"nagE" // "pstN" // "ptsN" // "b0679" // "ECK0667"
EG10128	"b1709"	1792809	1793558	BTUD-MONOMER	"btuD" // "b1709" // "ECK1707"
G6426	"b0823"	860174	862606	G6426-MONOMER	"ybiW" // "pflF" // "b0823" // "ECK0813"
G6565	"b1105"	1162638	1163279	G6565-MONOMER	"lpoB" // "ycfM" // "b1105" // "ECK1091"
EG13238	"b1993"	2065219	2065764	COBU-MONOMER	"cobU" // "b1993" // "ECK1988"
G6230	"b0387"	405764	406222	G6230-MONOMER	"yaiI" // "b0387" // "ECK0382"
EG10569	"b1819"	1903895	1904746	MANZ-MONOMER	"manZ" // "gptB" // "mpt" // "ptsM" // "ptsX" // "b1819" // "ECK1817"
EG10130	"b1270"	1327767	1328357	COBALADENOSYLTRANS-MONOMER	"btuR" // "cobA" // "b1270" // "ECK1264"
G0-10645	"b4673"	1390868	1390933	MONOMER0-2872	"ymjD" // "b4673" // "ECK4488"
EG10513	"b0698"	727059	728732	EG10513-MONOMER	"kdpA" // "kac" // "b0698" // "ECK0686"
G6349	"b0638"	669296	669907	RIBAZOLEPHOSPHAT-MONOMER	"cobC" // "phpB" // "b0638" // "ECK0631"
EG12391	"b1705"	1789613	1789804	EG12391-MONOMER	"ydiE" // "b1705" // "ECK1703"
EG10352	"b2801"	2934235	2935551	FUCP-MONOMER	"fucP" // "b2801" // "ECK2796"
EG12150	"b1992"	2064479	2065222	COBS-MONOMER	"cobS" // "b1992" // "ECK1987"
EG12256	"b3529"	3683630	3685618	EG12256-MONOMER	"pdeK" // "yhjK" // "b3529" // "ECK3514"
EG10269	"b3404"	3534516	3535868	ENVZ-MONOMER	"envZ" // "tpo" // "perA" // "ompB" // "b3404" // "ECK3391"
EG12151	"b1991"	2063388	2064467	DMBPPRIBOSYLTRANS-MONOMER	"cobT" // "b1991" // "ECK1986"
EG11943	"b4068"	4284899	4285213	YJCH-MONOMER	"yjcH" // "b4068" // "ECK4061"
EG13159	"b2406"	2522729	2523985	XAPB-MONOMER	"xapB" // "b2406" // "ECK2400"
EG10419	"b2947"	3091878	3092828	GLUTATHIONE-SYN-MONOMER	"gshB" // "gsh-II" // "b2947" // "ECK2942"
