EntryID	PubMedID	Organism	UniprotID	Enzymename	ECNumber	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	ReactionEquation
4661	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	concentration	NADPH	2.0E-5		-	M	H+ + NADPH + 1-Fluoro-1-deoxy-D-xylulose 5-phosphate = NADP+ + 2-C-Fluoromethyl-D-erythritol 4-phosphate
4661	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	concentration	1-Fluoro-1-deoxy-D-xylulose 5-phosphate	0.0	0.0025	-	M	H+ + NADPH + 1-Fluoro-1-deoxy-D-xylulose 5-phosphate = NADP+ + 2-C-Fluoromethyl-D-erythritol 4-phosphate
4661	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	kcat/Km	1-Fluoro-1-deoxy-D-xylulose 5-phosphate	266666.667		-	M^(-1)*s^(-1)	H+ + NADPH + 1-Fluoro-1-deoxy-D-xylulose 5-phosphate = NADP+ + 2-C-Fluoromethyl-D-erythritol 4-phosphate
4661	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	concentration	Enzyme	5.0E-5		-	M	H+ + NADPH + 1-Fluoro-1-deoxy-D-xylulose 5-phosphate = NADP+ + 2-C-Fluoromethyl-D-erythritol 4-phosphate
4661	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	Km	1-Fluoro-1-deoxy-D-xylulose 5-phosphate	2.3E-4		3.0E-5	M	H+ + NADPH + 1-Fluoro-1-deoxy-D-xylulose 5-phosphate = NADP+ + 2-C-Fluoromethyl-D-erythritol 4-phosphate
4662	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	concentration	NADPH	2.0E-5		-	M	H+ + NADPH + 1,1-Difluoro-1-deoxy-D-xylulose 5-phosphate = NADP+ + 2-C-Difluoromethyl-D-erythritol 4-phosphate
4662	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	kcat/Km	1,1-Difluoro-1-deoxy-D-xylulose 5-phosphate	18.3333333		-	M^(-1)*s^(-1)	H+ + NADPH + 1,1-Difluoro-1-deoxy-D-xylulose 5-phosphate = NADP+ + 2-C-Difluoromethyl-D-erythritol 4-phosphate
4662	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	concentration	Enzyme	5.0E-5		-	M	H+ + NADPH + 1,1-Difluoro-1-deoxy-D-xylulose 5-phosphate = NADP+ + 2-C-Difluoromethyl-D-erythritol 4-phosphate
4662	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	kcat		0.0366666667		0.00166667	s^(-1)	H+ + NADPH + 1,1-Difluoro-1-deoxy-D-xylulose 5-phosphate = NADP+ + 2-C-Difluoromethyl-D-erythritol 4-phosphate
4662	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	Km	1,1-Difluoro-1-deoxy-D-xylulose 5-phosphate	0.0021		3.0E-4	M	H+ + NADPH + 1,1-Difluoro-1-deoxy-D-xylulose 5-phosphate = NADP+ + 2-C-Difluoromethyl-D-erythritol 4-phosphate
4662	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	concentration	1,1-Difluoro-1-deoxy-D-xylulose 5-phosphate	0.0	0.005	-	M	H+ + NADPH + 1,1-Difluoro-1-deoxy-D-xylulose 5-phosphate = NADP+ + 2-C-Difluoromethyl-D-erythritol 4-phosphate
4663	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	Km	1,2-Dideoxy-D-hexulose 6-phosphate	0.0015		1.0E-4	M	H+ + NADPH + 1,2-Dideoxy-D-hexulose 6-phosphate = NADP+ + 2-C-Ethyl-D-erythritol 4-phosphate
4663	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	concentration	Enzyme	5.0E-5		-	M	H+ + NADPH + 1,2-Dideoxy-D-hexulose 6-phosphate = NADP+ + 2-C-Ethyl-D-erythritol 4-phosphate
4663	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	concentration	1,2-Dideoxy-D-hexulose 6-phosphate	0.0	0.005	-	M	H+ + NADPH + 1,2-Dideoxy-D-hexulose 6-phosphate = NADP+ + 2-C-Ethyl-D-erythritol 4-phosphate
4663	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	concentration	NADPH	2.0E-5		-	M	H+ + NADPH + 1,2-Dideoxy-D-hexulose 6-phosphate = NADP+ + 2-C-Ethyl-D-erythritol 4-phosphate
4663	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	kcat/Km	1,2-Dideoxy-D-hexulose 6-phosphate	58.3333333		-	M^(-1)*s^(-1)	H+ + NADPH + 1,2-Dideoxy-D-hexulose 6-phosphate = NADP+ + 2-C-Ethyl-D-erythritol 4-phosphate
4663	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	kcat		0.0883333333		0.00333333	s^(-1)	H+ + NADPH + 1,2-Dideoxy-D-hexulose 6-phosphate = NADP+ + 2-C-Ethyl-D-erythritol 4-phosphate
4664	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	Km	1-Deoxy-D-xylulose 5-phosphate	5.0E-5		1.0E-5	M	NADP+ + 2-C-Methyl-D-erythritol 4-phosphate = NADPH + H+ + 1-Deoxy-D-xylulose 5-phosphate
4664	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	kcat/Km	1-Deoxy-D-xylulose 5-phosphate	1216666.67		-	M^(-1)*s^(-1)	NADP+ + 2-C-Methyl-D-erythritol 4-phosphate = NADPH + H+ + 1-Deoxy-D-xylulose 5-phosphate
4664	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	kcat		61.15		0.616667	s^(-1)	NADP+ + 2-C-Methyl-D-erythritol 4-phosphate = NADPH + H+ + 1-Deoxy-D-xylulose 5-phosphate
4664	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	concentration	Enzyme	5.0E-5		-	M	NADP+ + 2-C-Methyl-D-erythritol 4-phosphate = NADPH + H+ + 1-Deoxy-D-xylulose 5-phosphate
4664	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	concentration	NADPH	2.0E-5		-	M	NADP+ + 2-C-Methyl-D-erythritol 4-phosphate = NADPH + H+ + 1-Deoxy-D-xylulose 5-phosphate
4664	15938625	Escherichia coli	P45568	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	concentration	1-Deoxy-D-xylulose 5-phosphate	0.0	0.001	-	M	NADP+ + 2-C-Methyl-D-erythritol 4-phosphate = NADPH + H+ + 1-Deoxy-D-xylulose 5-phosphate
4688	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	L-Ribulose 5-phosphate	0.005		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4688	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	Enzyme	5.249999E-12		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4688	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat/Km	Zn2+	9.82E7		1.06E7	M^(-1)*s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4688	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	Km	Zn2+	1.7E-7		2.0E-8	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4688	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat		16.7		0.4	s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4689	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat		24.3		0.9	s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4689	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat/Km	Co2+	8.38E7		1.46E7	M^(-1)*s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4689	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	Km	Co2+	2.9E-7		5.0E-8	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4689	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	Enzyme	5.249999E-12		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4689	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	L-Ribulose 5-phosphate	0.005		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4690	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	Enzyme	5.249999E-12		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4690	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	Km	Mn2+	5.4E-7		1.1E-7	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4690	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat/Km	Mn2+	6.89E7		1.35E7	M^(-1)*s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4690	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat		37.2		1.9	s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4690	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	L-Ribulose 5-phosphate	0.005		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4691	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	Enzyme	5.249999E-12		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4691	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	Km	Mg2+	0.00135		4.2E-4	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4691	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	L-Ribulose 5-phosphate	0.005		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4691	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat/Km	Mg2+	633.0		191.0	M^(-1)*s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4691	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat		0.855		0.056	s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4704	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	Zn2+	1.0E-4		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4704	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat		17.3		0.5	s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4704	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	L-Ribulose 5-phosphate	1.0E-5	0.005	-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4704	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	Km	L-Ribulose 5-phosphate	4.71E-5		6.6E-6	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4704	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	Enzyme	5.249999E-12		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4704	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat/Km	L-Ribulose 5-phosphate	367000.0		51000.0	M^(-1)*s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4705	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat/Km	L-Ribulose 5-phosphate	198000.0		20000.0	M^(-1)*s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4705	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	L-Ribulose 5-phosphate	1.0E-5	0.005	-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4705	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat		21.8		0.5	s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4705	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	Enzyme	5.249999E-12		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4705	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	Co2+	1.0E-4		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4705	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	Km	L-Ribulose 5-phosphate	1.1E-4		1.1E-5	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4706	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	L-Ribulose 5-phosphate	1.0E-5	0.005	-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4706	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat/Km	L-Ribulose 5-phosphate	87900.0		15200.0	M^(-1)*s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4706	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	Km	L-Ribulose 5-phosphate	4.15E-4		7.2E-5	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4706	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	Mn2+	1.0E-4		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4706	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	Enzyme	5.249999E-12		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4706	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat		36.5		1.5	s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4707	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	L-Ribulose 5-phosphate	1.0E-5	0.005	-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4707	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat/Km	L-Ribulose 5-phosphate	1020.0		250.0	M^(-1)*s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4707	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	Mg2+	0.015		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4707	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	Km	L-Ribulose 5-phosphate	4.93E-4		1.23E-4	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4707	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	kcat		0.502		0.041	s^(-1)	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4707	10769139	Escherichia coli	P08203	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	concentration	Enzyme	5.249999E-12		-	M	L-Ribulose 5-phosphate = D-Xylulose 5-phosphate
4712	14661953	Escherichia coli	P29208	Hydro-lyases	4.2.1	concentration	2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate	0.001		-	M	H2O + 2-Succinylbenzoate = 2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
4712	14661953	Escherichia coli	P29208	Hydro-lyases	4.2.1	kcat		19.0		-	s^(-1)	H2O + 2-Succinylbenzoate = 2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
4712	14661953	Escherichia coli	P29208	Hydro-lyases	4.2.1	concentration	Enzyme	0.625		-	mg/ml	H2O + 2-Succinylbenzoate = 2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
4754	14990798	Escherichia coli	Q8FHA7	fumarate hydratase	4.2.1.2	kcat/Km	L-Malate	430000.0		-	M^(-1)*s^(-1)	L-Malate = H2O + Fumarate
4754	14990798	Escherichia coli	Q8FHA7	fumarate hydratase	4.2.1.2	kcat		129.0		-	s^(-1)	L-Malate = H2O + Fumarate
4759	14990798	Escherichia coli	Q8X769	fumarate hydratase	4.2.1.2	concentration	S-2,3-dicarboxyaziridine	8.0E-5		-	M	L-Malate = H2O + Fumarate
4759	14990798	Escherichia coli	Q8X769	fumarate hydratase	4.2.1.2	Ki	S-2,3-dicarboxyaziridine	1.9E-5		-	M	L-Malate = H2O + Fumarate
4759	14990798	Escherichia coli	Q8X769	fumarate hydratase	4.2.1.2	concentration	L-Malate	3.0E-4	0.003	-	M	L-Malate = H2O + Fumarate
4761	14990798	Escherichia coli	Q8FHA7	fumarate hydratase	4.2.1.2	kcat/Km	Fumarate	600000.0		-	M^(-1)*s^(-1)	L-Malate = H2O + Fumarate
4761	14990798	Escherichia coli	Q8FHA7	fumarate hydratase	4.2.1.2	kcat		60.0		-	s^(-1)	L-Malate = H2O + Fumarate
4766	14990798	Escherichia coli	P05042	fumarate hydratase	4.2.1.2	Ki	meso-Tartrate	6.0E-7		-	M	L-Malate = H2O + Fumarate
4766	14990798	Escherichia coli	P05042	fumarate hydratase	4.2.1.2	concentration	meso-Tartrate	0.001		-	M	L-Malate = H2O + Fumarate
4766	14990798	Escherichia coli	P05042	fumarate hydratase	4.2.1.2	concentration	Fumarate	2.0E-4	0.004	-	M	L-Malate = H2O + Fumarate
4770	14990798	Escherichia coli	P05042	fumarate hydratase	4.2.1.2	kcat/Km	Fumarate	1.0		-	M^(-1)*s^(-1)	L-Malate = H2O + Fumarate
4770	14990798	Escherichia coli	P05042	fumarate hydratase	4.2.1.2	kcat		1.75		-	s^(-1)	L-Malate = H2O + Fumarate
4774	11675389	Escherichia coli	Q8X900	glutamate---cysteine ligase	6.3.2.2	Km	L-Glutamate	0.0019		2.0E-4	M	ATP + L-Glutamate + L-alpha-Aminobutyrate = ADP + Phosphate + L-gamma-Glutamyl-L-alpha-aminobutyrate
4774	11675389	Escherichia coli	Q8X900	glutamate---cysteine ligase	6.3.2.2	concentration	ATP	0.01		-	M	ATP + L-Glutamate + L-alpha-Aminobutyrate = ADP + Phosphate + L-gamma-Glutamyl-L-alpha-aminobutyrate
4774	11675389	Escherichia coli	Q8X900	glutamate---cysteine ligase	6.3.2.2	concentration	L-Glutamate	0.0	0.025	-	M	ATP + L-Glutamate + L-alpha-Aminobutyrate = ADP + Phosphate + L-gamma-Glutamyl-L-alpha-aminobutyrate
4774	11675389	Escherichia coli	Q8X900	glutamate---cysteine ligase	6.3.2.2	concentration	L-alpha-Aminobutyrate	0.025		-	M	ATP + L-Glutamate + L-alpha-Aminobutyrate = ADP + Phosphate + L-gamma-Glutamyl-L-alpha-aminobutyrate
4774	11675389	Escherichia coli	Q8X900	glutamate---cysteine ligase	6.3.2.2	concentration	Mg2+	0.025		-	M	ATP + L-Glutamate + L-alpha-Aminobutyrate = ADP + Phosphate + L-gamma-Glutamyl-L-alpha-aminobutyrate
4774	11675389	Escherichia coli	Q8X900	glutamate---cysteine ligase	6.3.2.2	Vmax		880.555556		34.7222	mol*s^(-1)*g^(-1)	ATP + L-Glutamate + L-alpha-Aminobutyrate = ADP + Phosphate + L-gamma-Glutamyl-L-alpha-aminobutyrate
4775	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	Km	D-Glutamate	0.075		0.009	M	ATP + D-Glutamate + L-alpha-Aminobutyrate = ADP + Phosphate + D-gamma-Glutamyl-L-alpha-aminobutyrate
4775	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	concentration	D-Glutamate			-	-	ATP + D-Glutamate + L-alpha-Aminobutyrate = ADP + Phosphate + D-gamma-Glutamyl-L-alpha-aminobutyrate
4775	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	concentration	L-alpha-Aminobutyrate	0.025		-	M	ATP + D-Glutamate + L-alpha-Aminobutyrate = ADP + Phosphate + D-gamma-Glutamyl-L-alpha-aminobutyrate
4775	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	concentration	Mg2+	0.025		-	M	ATP + D-Glutamate + L-alpha-Aminobutyrate = ADP + Phosphate + D-gamma-Glutamyl-L-alpha-aminobutyrate
4775	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	Vmax		111.111111		11.1111	mol*s^(-1)*g^(-1)	ATP + D-Glutamate + L-alpha-Aminobutyrate = ADP + Phosphate + D-gamma-Glutamyl-L-alpha-aminobutyrate
4775	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	concentration	ATP	0.01		-	M	ATP + D-Glutamate + L-alpha-Aminobutyrate = ADP + Phosphate + D-gamma-Glutamyl-L-alpha-aminobutyrate
4776	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	Km	L-alpha-Methyl glutamate	0.0039		4.0E-4	M	ATP + L-alpha-Aminobutyrate + L-alpha-Methyl glutamate = ADP + Phosphate + L-alpha-Methyl-gamma-glutamyl-L-alpha-aminobutyrate
4776	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	concentration	Mg2+	0.025		-	M	ATP + L-alpha-Aminobutyrate + L-alpha-Methyl glutamate = ADP + Phosphate + L-alpha-Methyl-gamma-glutamyl-L-alpha-aminobutyrate
4776	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	concentration	ATP	0.01		-	M	ATP + L-alpha-Aminobutyrate + L-alpha-Methyl glutamate = ADP + Phosphate + L-alpha-Methyl-gamma-glutamyl-L-alpha-aminobutyrate
4776	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	Vmax		6.61111111		0.25	mol*s^(-1)*g^(-1)	ATP + L-alpha-Aminobutyrate + L-alpha-Methyl glutamate = ADP + Phosphate + L-alpha-Methyl-gamma-glutamyl-L-alpha-aminobutyrate
4776	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	concentration	L-alpha-Aminobutyrate	0.025		-	M	ATP + L-alpha-Aminobutyrate + L-alpha-Methyl glutamate = ADP + Phosphate + L-alpha-Methyl-gamma-glutamyl-L-alpha-aminobutyrate
4776	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	concentration	L-alpha-Methyl glutamate			-	-	ATP + L-alpha-Aminobutyrate + L-alpha-Methyl glutamate = ADP + Phosphate + L-alpha-Methyl-gamma-glutamyl-L-alpha-aminobutyrate
4777	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	Vmax		126.111111		16.3889	mol*s^(-1)*g^(-1)	ATP + L-alpha-Aminobutyrate + L-alpha-Ethyl glutamate = ADP + Phosphate + L-alpha-Ethyl-gamma-glutamyl-L-alpha-aminobutyrate
4777	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	concentration	Mg2+	0.025		-	M	ATP + L-alpha-Aminobutyrate + L-alpha-Ethyl glutamate = ADP + Phosphate + L-alpha-Ethyl-gamma-glutamyl-L-alpha-aminobutyrate
4777	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	concentration	L-alpha-Aminobutyrate	0.025		-	M	ATP + L-alpha-Aminobutyrate + L-alpha-Ethyl glutamate = ADP + Phosphate + L-alpha-Ethyl-gamma-glutamyl-L-alpha-aminobutyrate
4777	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	Km	L-alpha-Ethyl glutamate	0.0182		0.0049	M	ATP + L-alpha-Aminobutyrate + L-alpha-Ethyl glutamate = ADP + Phosphate + L-alpha-Ethyl-gamma-glutamyl-L-alpha-aminobutyrate
4777	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	concentration	L-alpha-Ethyl glutamate			-	-	ATP + L-alpha-Aminobutyrate + L-alpha-Ethyl glutamate = ADP + Phosphate + L-alpha-Ethyl-gamma-glutamyl-L-alpha-aminobutyrate
4777	11675389	Escherichia coli	P0A6X0	glutamate---cysteine ligase	6.3.2.2	concentration	ATP	0.01		-	M	ATP + L-alpha-Aminobutyrate + L-alpha-Ethyl glutamate = ADP + Phosphate + L-alpha-Ethyl-gamma-glutamyl-L-alpha-aminobutyrate
4778	11675389	Escherichia coli	Q8X900	glutamate---cysteine ligase	6.3.2.2	concentration	ATP	0.01		-	M	ATP + L-alpha-Aminobutyrate + N-Methyl-L-glutamate = ADP + Phosphate + gamma-(N-Methyl-L-glutamyl)-L-alpha-aminobutyrate
4778	11675389	Escherichia coli	Q8X900	glutamate---cysteine ligase	6.3.2.2	Km	N-Methyl-L-glutamate	0.0276		0.0052	M	ATP + L-alpha-Aminobutyrate + N-Methyl-L-glutamate = ADP + Phosphate + gamma-(N-Methyl-L-glutamyl)-L-alpha-aminobutyrate
4778	11675389	Escherichia coli	Q8X900	glutamate---cysteine ligase	6.3.2.2	Vmax		208.333333		27.7778	mol*s^(-1)*g^(-1)	ATP + L-alpha-Aminobutyrate + N-Methyl-L-glutamate = ADP + Phosphate + gamma-(N-Methyl-L-glutamyl)-L-alpha-aminobutyrate
4778	11675389	Escherichia coli	Q8X900	glutamate---cysteine ligase	6.3.2.2	concentration	L-alpha-Aminobutyrate	0.025		-	M	ATP + L-alpha-Aminobutyrate + N-Methyl-L-glutamate = ADP + Phosphate + gamma-(N-Methyl-L-glutamyl)-L-alpha-aminobutyrate
4778	11675389	Escherichia coli	Q8X900	glutamate---cysteine ligase	6.3.2.2	concentration	Mg2+	0.025		-	M	ATP + L-alpha-Aminobutyrate + N-Methyl-L-glutamate = ADP + Phosphate + gamma-(N-Methyl-L-glutamyl)-L-alpha-aminobutyrate
4778	11675389	Escherichia coli	Q8X900	glutamate---cysteine ligase	6.3.2.2	concentration	N-Methyl-L-glutamate			-	-	ATP + L-alpha-Aminobutyrate + N-Methyl-L-glutamate = ADP + Phosphate + gamma-(N-Methyl-L-glutamyl)-L-alpha-aminobutyrate
