"Reactions"	"Enzymes of a reaction"	"Object ID"	"Object ID"	"Reaction-Direction"	"Substrates"	"Left"	"Right"	"Object ID"	"Object ID"
PHENPRODIOLDEHYDROG-RXN	PHENPRODIOLDEHYDROG-MONOMER	"PHENPRODIOLDEHYDROG-MONOMER"	"PHENPRODIOLDEHYDROG-RXN"	LEFT-TO-RIGHT	NAD // CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL // PROTON // 2-3-DIHYDROXYPHENYL-PROPIONATE // NADH	CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL // NAD	PROTON // 2-3-DIHYDROXYPHENYL-PROPIONATE // NADH	"CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL" // "NAD"	"PROTON" // "2-3-DIHYDROXYPHENYL-PROPIONATE" // "NADH"
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	DHHB-METHYLTRANSFER-CPLX	"DHHB-METHYLTRANSFER-CPLX"	"2-OCTAPRENYL-6-OHPHENOL-METHY-RXN"	PHYSIOL-LEFT-TO-RIGHT	S-ADENOSYLMETHIONINE // 2-OCTAPRENYL-6-HYDROXYPHENOL // PROTON // 2-OCTAPRENYL-6-METHOXYPHENOL // ADENOSYL-HOMO-CYS	2-OCTAPRENYL-6-HYDROXYPHENOL // S-ADENOSYLMETHIONINE	PROTON // 2-OCTAPRENYL-6-METHOXYPHENOL // ADENOSYL-HOMO-CYS	"2-OCTAPRENYL-6-HYDROXYPHENOL" // "S-ADENOSYLMETHIONINE"	"PROTON" // "2-OCTAPRENYL-6-METHOXYPHENOL" // "ADENOSYL-HOMO-CYS"
RXN-15341	CPLX0-225	"CPLX0-225"	"RXN-15341"	PHYSIOL-LEFT-TO-RIGHT	OXYGEN-MOLECULE // FMNH2 // CPD0-1958 // CPD-16549 // SO3 // WATER // FMN // PROTON	CPD0-1958 // FMNH2 // OXYGEN-MOLECULE	CPD-16549 // SO3 // WATER // FMN // PROTON	"CPD0-1958" // "FMNH2" // "OXYGEN-MOLECULE"	"CPD-16549" // "SO3" // "WATER" // "FMN" // "PROTON"
PDXJ-RXN	CPLX0-321	"CPLX0-321"	"PDXJ-RXN"	LEFT-TO-RIGHT	DEOXYXYLULOSE-5P // 1-AMINO-PROPAN-2-ONE-3-PHOSPHATE // PROTON // PYRIDOXINE-5P // Pi // WATER	1-AMINO-PROPAN-2-ONE-3-PHOSPHATE // DEOXYXYLULOSE-5P	PROTON // PYRIDOXINE-5P // Pi // WATER	"1-AMINO-PROPAN-2-ONE-3-PHOSPHATE" // "DEOXYXYLULOSE-5P"	"PROTON" // "PYRIDOXINE-5P" // "Pi" // "WATER"
ALADEHYDCHLORO-RXN	DCYSDESULF-CPLX	"DCYSDESULF-CPLX"	"ALADEHYDCHLORO-RXN"	PHYSIOL-LEFT-TO-RIGHT	THIOGLYCOLATE // 3-CHLORO-D-ALANINE // PROTON // S-CARBOXYMETHYL-D-CYSTEINE // CL-	3-CHLORO-D-ALANINE // THIOGLYCOLATE	PROTON // S-CARBOXYMETHYL-D-CYSTEINE // CL-	"3-CHLORO-D-ALANINE" // "THIOGLYCOLATE"	"PROTON" // "S-CARBOXYMETHYL-D-CYSTEINE" // "CL-"
RXN-7931	G7212-MONOMER // FADB-CPLX	"G7212-MONOMER" // "FADB-CPLX"	"RXN-7931"	REVERSIBLE	CPD-7221 // CPD-7222	CPD-7221	CPD-7222	"CPD-7221"	"CPD-7222"
3-DEHYDROQUINATE-DEHYDRATASE-RXN	AROD-CPLX	"AROD-CPLX"	"3-DEHYDROQUINATE-DEHYDRATASE-RXN"	REVERSIBLE	DEHYDROQUINATE // WATER // 3-DEHYDRO-SHIKIMATE	DEHYDROQUINATE	WATER // 3-DEHYDRO-SHIKIMATE	"DEHYDROQUINATE"	"WATER" // "3-DEHYDRO-SHIKIMATE"
SHIKIMATE-5-DEHYDROGENASE-RXN	AROE-MONOMER // CPLX0-7462	"AROE-MONOMER" // "CPLX0-7462"	"SHIKIMATE-5-DEHYDROGENASE-RXN"	PHYSIOL-RIGHT-TO-LEFT	SHIKIMATE // NADP // PROTON // NADPH // 3-DEHYDRO-SHIKIMATE	NADP // SHIKIMATE	PROTON // NADPH // 3-DEHYDRO-SHIKIMATE	"NADP" // "SHIKIMATE"	"PROTON" // "NADPH" // "3-DEHYDRO-SHIKIMATE"
CPM-KDOSYNTH-RXN	CPM-KDOSYNTH-MONOMER	"CPM-KDOSYNTH-MONOMER"	"CPM-KDOSYNTH-RXN"	LEFT-TO-RIGHT	CTP // KDO // CMP-KDO // PPI	KDO // CTP	CMP-KDO // PPI	"KDO" // "CTP"	"CMP-KDO" // "PPI"
3-DEHYDROQUINATE-SYNTHASE-RXN	AROB-MONOMER	"AROB-MONOMER"	"3-DEHYDROQUINATE-SYNTHASE-RXN"	PHYSIOL-LEFT-TO-RIGHT	3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P // Pi // DEHYDROQUINATE	3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P	Pi // DEHYDROQUINATE	"3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P"	"Pi" // "DEHYDROQUINATE"
KDO-8PPHOSPHAT-RXN	KDO-8PPHOSPHAT-CPLX	"KDO-8PPHOSPHAT-CPLX"	"KDO-8PPHOSPHAT-RXN"	PHYSIOL-LEFT-TO-RIGHT	WATER // KDO-8P // KDO // Pi	KDO-8P // WATER	KDO // Pi	"KDO-8P" // "WATER"	"KDO" // "Pi"
RXN-15943	CPLX0-7820	"CPLX0-7820"	"RXN-15943"	RIGHT-TO-LEFT	ACETYL-COA // DIHYDROXY-ACETONE-PHOSPHATE // CPD0-2467 // CO-A	DIHYDROXY-ACETONE-PHOSPHATE // ACETYL-COA	CPD0-2467 // CO-A	"DIHYDROXY-ACETONE-PHOSPHATE" // "ACETYL-COA"	"CPD0-2467" // "CO-A"
RXN0-6720	G6805-MONOMER	"G6805-MONOMER"	"RXN0-6720"	REVERSIBLE	WATER // CPD0-2467 // CPD0-2468	CPD0-2467 // WATER	CPD0-2468	"CPD0-2467" // "WATER"	"CPD0-2468"
RXN-10040	MHPHYDROXY-MONOMER	"MHPHYDROXY-MONOMER"	"RXN-10040"	PHYSIOL-LEFT-TO-RIGHT	PROTON // NADH // OXYGEN-MOLECULE // CPD-10797 // CPD-10796 // WATER // NAD	CPD-10797 // OXYGEN-MOLECULE // NADH // PROTON	CPD-10796 // WATER // NAD	"CPD-10797" // "OXYGEN-MOLECULE" // "NADH" // "PROTON"	"CPD-10796" // "WATER" // "NAD"
TRANS-RXN0-457	MHPT-MONOMER	"MHPT-MONOMER"	"TRANS-RXN0-457"	LEFT-TO-RIGHT	CPD-10797 // PROTON	CPD-10797 // PROTON	CPD-10797 // PROTON	"CPD-10797" // "PROTON"	"CPD-10797" // "PROTON"
RXN0-7046	CPLX0-7766	"CPLX0-7766"	"RXN0-7046"	PHYSIOL-LEFT-TO-RIGHT	WATER // CPD-264 // 3-HYDROXYBENZOATE // CO-A // PROTON	CPD-264 // WATER	3-HYDROXYBENZOATE // CO-A // PROTON	"CPD-264" // "WATER"	"3-HYDROXYBENZOATE" // "CO-A" // "PROTON"
TRANS-RXN0-465	""	""	"TRANS-RXN0-465"	LEFT-TO-RIGHT	3-HYDROXY-PROPIONATE	3-HYDROXY-PROPIONATE	3-HYDROXY-PROPIONATE	"3-HYDROXY-PROPIONATE"	"3-HYDROXY-PROPIONATE"
RXN0-5455	ALDHDEHYDROG-MONOMER	"ALDHDEHYDROG-MONOMER"	"RXN0-5455"	LEFT-TO-RIGHT	WATER // NAD // HYDROXYPROPANAL // PROTON // 3-HYDROXY-PROPIONATE // NADH	HYDROXYPROPANAL // NAD // WATER	PROTON // 3-HYDROXY-PROPIONATE // NADH	"HYDROXYPROPANAL" // "NAD" // "WATER"	"PROTON" // "3-HYDROXY-PROPIONATE" // "NADH"
RXN0-704	LYXK-CPLX	"LYXK-CPLX"	"RXN0-704"	LEFT-TO-RIGHT	ATP // 3-KETO-L-GULONATE // PROTON // CPD-2343 // ADP	3-KETO-L-GULONATE // ATP	PROTON // CPD-2343 // ADP	"3-KETO-L-GULONATE" // "ATP"	"PROTON" // "CPD-2343" // "ADP"
RXN0-705	EG12285-MONOMER // CPLX0-7744	"EG12285-MONOMER" // "CPLX0-7744"	"RXN0-705"	LEFT-TO-RIGHT	CPD-2343 // PROTON // L-XYLULOSE-5-P // CARBON-DIOXIDE	PROTON // CPD-2343	L-XYLULOSE-5-P // CARBON-DIOXIDE	"PROTON" // "CPD-2343"	"L-XYLULOSE-5-P" // "CARBON-DIOXIDE"
RXN0-6945	EG11600-MONOMER	"EG11600-MONOMER"	"RXN0-6945"	LEFT-TO-RIGHT	3-MERCAPTO-PYRUVATE // PYRUVATE // HS	3-MERCAPTO-PYRUVATE	PYRUVATE // HS	"3-MERCAPTO-PYRUVATE"	"PYRUVATE" // "HS"
MERCAPYSTRANS-RXN	EG11600-MONOMER	"EG11600-MONOMER"	"MERCAPYSTRANS-RXN"	LEFT-TO-RIGHT	HCN // 3-MERCAPTO-PYRUVATE // PYRUVATE // HSCN // PROTON	3-MERCAPTO-PYRUVATE // HCN	PYRUVATE // HSCN // PROTON	"3-MERCAPTO-PYRUVATE" // "HCN"	"PYRUVATE" // "HSCN" // "PROTON"
2-ISOPROPYLMALATESYN-RXN	2-ISOPROPYLMALATESYN-MONOMER	"2-ISOPROPYLMALATESYN-MONOMER"	"2-ISOPROPYLMALATESYN-RXN"	LEFT-TO-RIGHT	WATER // ACETYL-COA // 2-KETO-ISOVALERATE // PROTON // 3-CARBOXY-3-HYDROXY-ISOCAPROATE // CO-A	2-KETO-ISOVALERATE // ACETYL-COA // WATER	PROTON // 3-CARBOXY-3-HYDROXY-ISOCAPROATE // CO-A	"2-KETO-ISOVALERATE" // "ACETYL-COA" // "WATER"	"PROTON" // "3-CARBOXY-3-HYDROXY-ISOCAPROATE" // "CO-A"
RXN0-7219	BETAGALACTOSID-CPLX	"BETAGALACTOSID-CPLX"	"RXN0-7219"	PHYSIOL-LEFT-TO-RIGHT	WATER // CPD-3785 // GALACTOSE // D-ARABINOSE	CPD-3785 // WATER	GALACTOSE // D-ARABINOSE	"CPD-3785" // "WATER"	"GALACTOSE" // "D-ARABINOSE"
RXN0-7217	LACY-MONOMER	"LACY-MONOMER"	"RXN0-7217"	PHYSIOL-LEFT-TO-RIGHT	PROTON // CPD-3785	PROTON // CPD-3785	PROTON // CPD-3785	"PROTON" // "CPD-3785"	"PROTON" // "CPD-3785"
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	CPLX0-301	"CPLX0-301"	"3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN"	LEFT-TO-RIGHT	3-OCTAPRENYL-4-HYDROXYBENZOATE // PROTON // 2-OCTAPRENYLPHENOL // CARBON-DIOXIDE	PROTON // 3-OCTAPRENYL-4-HYDROXYBENZOATE	2-OCTAPRENYLPHENOL // CARBON-DIOXIDE	"PROTON" // "3-OCTAPRENYL-4-HYDROXYBENZOATE"	"2-OCTAPRENYLPHENOL" // "CARBON-DIOXIDE"
RXN-17787	FADA-CPLX // G7213-MONOMER	"FADA-CPLX" // "G7213-MONOMER"	"RXN-17787"	PHYSIOL-RIGHT-TO-LEFT	CPD-10269 // ACETYL-COA // CO-A // CPD-19160	ACETYL-COA // CPD-10269	CO-A // CPD-19160	"ACETYL-COA" // "CPD-10269"	"CO-A" // "CPD-19160"
RXN-17799	G7213-MONOMER // FADA-CPLX	"G7213-MONOMER" // "FADA-CPLX"	"RXN-17799"	PHYSIOL-RIGHT-TO-LEFT	CPD-14925 // ACETYL-COA // CPD-19153 // CO-A	ACETYL-COA // CPD-14925	CPD-19153 // CO-A	"ACETYL-COA" // "CPD-14925"	"CPD-19153" // "CO-A"
RXN-14394	G7213-MONOMER // FADA-CPLX	"G7213-MONOMER" // "FADA-CPLX"	"RXN-14394"	PHYSIOL-RIGHT-TO-LEFT	ACETYL-COA // CPD-7221 // CPD-15244 // CO-A	CPD-7221 // ACETYL-COA	CPD-15244 // CO-A	"CPD-7221" // "ACETYL-COA"	"CPD-15244" // "CO-A"
RXN-17782	FADA-CPLX // G7213-MONOMER	"FADA-CPLX" // "G7213-MONOMER"	"RXN-17782"	PHYSIOL-RIGHT-TO-LEFT	ACETYL-COA // CPD-15436 // CPD-19167 // CO-A	CPD-15436 // ACETYL-COA	CPD-19167 // CO-A	"CPD-15436" // "ACETYL-COA"	"CPD-19167" // "CO-A"
RXN-17795	FADA-CPLX // G7213-MONOMER	"FADA-CPLX" // "G7213-MONOMER"	"RXN-17795"	PHYSIOL-RIGHT-TO-LEFT	CPD-19148 // ACETYL-COA // CPD-19157 // CO-A	ACETYL-COA // CPD-19148	CPD-19157 // CO-A	"ACETYL-COA" // "CPD-19148"	"CPD-19157" // "CO-A"
RXN-17791	FADA-CPLX // G7213-MONOMER	"FADA-CPLX" // "G7213-MONOMER"	"RXN-17791"	PHYSIOL-RIGHT-TO-LEFT	CPD-19147 // ACETYL-COA // CO-A // CPD-19158	ACETYL-COA // CPD-19147	CO-A // CPD-19158	"ACETYL-COA" // "CPD-19147"	"CO-A" // "CPD-19158"
RXN-17778	FADA-CPLX // G7213-MONOMER	"FADA-CPLX" // "G7213-MONOMER"	"RXN-17778"	PHYSIOL-RIGHT-TO-LEFT	ACETYL-COA // CPD-19144 // CPD-19169 // CO-A	CPD-19144 // ACETYL-COA	CPD-19169 // CO-A	"CPD-19144" // "ACETYL-COA"	"CPD-19169" // "CO-A"
RXN0-6512	G6718-MONOMER	"G6718-MONOMER"	"RXN0-6512"	RIGHT-TO-LEFT	ACETYL-COA // TRANS-23-DEHYDROADIPYL-COA // CPD0-2364 // CO-A	TRANS-23-DEHYDROADIPYL-COA // ACETYL-COA	CPD0-2364 // CO-A	"TRANS-23-DEHYDROADIPYL-COA" // "ACETYL-COA"	"CPD0-2364" // "CO-A"
RXN0-7102	""	""	"RXN0-7102"	LEFT-TO-RIGHT	CPDMETA-13650 // CPD0-2558 // WATER	CPDMETA-13650	CPD0-2558 // WATER	"CPDMETA-13650"	"CPD0-2558" // "WATER"
RXN-17752	""	""	"RXN-17752"	PHYSIOL-LEFT-TO-RIGHT	CPDMETA-13650 // CPD0-2558 // WATER	CPDMETA-13650	CPD0-2558 // WATER	"CPDMETA-13650"	"CPD0-2558" // "WATER"
RXNMETA-12672	G6708-MONOMER	"G6708-MONOMER"	"RXNMETA-12672"	PHYSIOL-LEFT-TO-RIGHT	WATER // NADP // CPDMETA-13650 // CPD0-2364 // NADPH // PROTON	CPDMETA-13650 // NADP // WATER	CPD0-2364 // NADPH // PROTON	"CPDMETA-13650" // "NADP" // "WATER"	"CPD0-2364" // "NADPH" // "PROTON"
RXN-3641	G6718-MONOMER	"G6718-MONOMER"	"RXN-3641"	RIGHT-TO-LEFT	ACETYL-COA // SUC-COA // 3-KETO-ADIPYL-COA // CO-A	SUC-COA // ACETYL-COA	3-KETO-ADIPYL-COA // CO-A	"SUC-COA" // "ACETYL-COA"	"3-KETO-ADIPYL-COA" // "CO-A"
RXN-8974	CPLX0-1962 // G6519-MONOMER	"CPLX0-1962" // "G6519-MONOMER"	"RXN-8974"	PHYSIOL-RIGHT-TO-LEFT	NADP // 3-HYDROXY-PROPIONATE // MALONATE-S-ALD // NADPH // PROTON	3-HYDROXY-PROPIONATE // NADP	MALONATE-S-ALD // NADPH // PROTON	"3-HYDROXY-PROPIONATE" // "NADP"	"MALONATE-S-ALD" // "NADPH" // "PROTON"
HCAMULTI-RXN	HCAMULTI-CPLX	"HCAMULTI-CPLX"	"HCAMULTI-RXN"	PHYSIOL-LEFT-TO-RIGHT	PROTON // OXYGEN-MOLECULE // NADH // 3-PHENYLPROPIONATE // CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL // NAD	3-PHENYLPROPIONATE // NADH // OXYGEN-MOLECULE // PROTON	CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL // NAD	"3-PHENYLPROPIONATE" // "NADH" // "OXYGEN-MOLECULE" // "PROTON"	"CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL" // "NAD"
TRANS-RXN0-282	""	""	"TRANS-RXN0-282"	LEFT-TO-RIGHT	3-PHENYLPROPIONATE	3-PHENYLPROPIONATE	3-PHENYLPROPIONATE	"3-PHENYLPROPIONATE"	"3-PHENYLPROPIONATE"
PHOSGLYPHOS-RXN	PGK	"PGK"	"PHOSGLYPHOS-RXN"	REVERSIBLE	ATP // G3P // DPG // ADP	G3P // ATP	DPG // ADP	"G3P" // "ATP"	"DPG" // "ADP"
PGLYCDEHYDROG-RXN	PGLYCDEHYDROG-CPLX	"PGLYCDEHYDROG-CPLX"	"PGLYCDEHYDROG-RXN"	REVERSIBLE	NAD // G3P // PROTON // 3-P-HYDROXYPYRUVATE // NADH	G3P // NAD	PROTON // 3-P-HYDROXYPYRUVATE // NADH	"G3P" // "NAD"	"PROTON" // "3-P-HYDROXYPYRUVATE" // "NADH"
3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN	ALKAPHOSPHA-CPLX	"ALKAPHOSPHA-CPLX"	"3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN"	PHYSIOL-LEFT-TO-RIGHT	G3P // WATER // GLYCERATE // Pi	WATER // G3P	GLYCERATE // Pi	"WATER" // "G3P"	"GLYCERATE" // "Pi"
RXN0-6562	EG12693-MONOMER	"EG12693-MONOMER"	"RXN0-6562"	LEFT-TO-RIGHT	WATER // 3-P-HYDROXYPYRUVATE // OH-PYR // Pi	3-P-HYDROXYPYRUVATE // WATER	OH-PYR // Pi	"3-P-HYDROXYPYRUVATE" // "WATER"	"OH-PYR" // "Pi"
PSERTRANSAM-RXN	PSERTRANSAM-CPLX	"PSERTRANSAM-CPLX"	"PSERTRANSAM-RXN"	REVERSIBLE	2-KETOGLUTARATE // 3-P-SERINE // 3-P-HYDROXYPYRUVATE // GLT	3-P-SERINE // 2-KETOGLUTARATE	3-P-HYDROXYPYRUVATE // GLT	"3-P-SERINE" // "2-KETOGLUTARATE"	"3-P-HYDROXYPYRUVATE" // "GLT"
RXN0-5114	ALKAPHOSPHA-CPLX // APHA-CPLX // PSERPHOSPHA-MONOMER	"ALKAPHOSPHA-CPLX" // "APHA-CPLX" // "PSERPHOSPHA-MONOMER"	"RXN0-5114"	LEFT-TO-RIGHT	WATER // 3-P-SERINE // SER // Pi	3-P-SERINE // WATER	SER // Pi	"3-P-SERINE" // "WATER"	"SER" // "Pi"
RXN0-279	CPLX0-246 // CPLX0-7838	"CPLX0-246" // "CPLX0-7838"	"RXN0-279"	PHYSIOL-LEFT-TO-RIGHT	WATER // 3-SULFINOALANINE // PROTON // L-ALPHA-ALANINE // SO3	3-SULFINOALANINE // WATER	PROTON // L-ALPHA-ALANINE // SO3	"3-SULFINOALANINE" // "WATER"	"PROTON" // "L-ALPHA-ALANINE" // "SO3"
RXN-15299	CPLX0-7794	"CPLX0-7794"	"RXN-15299"	RIGHT-TO-LEFT	NAD // 2-3-dihydroxypropane-1-sulfonate // CPD-18717 // NADH // PROTON	2-3-dihydroxypropane-1-sulfonate // NAD	CPD-18717 // NADH // PROTON	"2-3-dihydroxypropane-1-sulfonate" // "NAD"	"CPD-18717" // "NADH" // "PROTON"
RXN0-5390	G6244-MONOMER	"G6244-MONOMER"	"RXN0-5390"	PHYSIOL-LEFT-TO-RIGHT	WATER // CPD0-1158 // PROTON // CPD0-1159 // CO-A	CPD0-1158 // WATER	PROTON // CPD0-1159 // CO-A	"CPD0-1158" // "WATER"	"PROTON" // "CPD0-1159" // "CO-A"
RXN0-6451	G6522-MONOMER	"G6522-MONOMER"	"RXN0-6451"	LEFT-TO-RIGHT	WATER // CPD0-2331 // PROTON // CARBAMATE // CPD0-2339	CPD0-2331 // WATER	PROTON // CARBAMATE // CPD0-2339	"CPD0-2331" // "WATER"	"PROTON" // "CARBAMATE" // "CPD0-2339"
RXN0-1483	CPLX0-1421 // EG12318-MONOMER	"CPLX0-1421" // "EG12318-MONOMER"	"RXN0-1483"	PHYSIOL-LEFT-TO-RIGHT	OXYGEN-MOLECULE // PROTON // FE+2 // FE+3 // WATER	FE+2 // PROTON // OXYGEN-MOLECULE	FE+3 // WATER	"FE+2" // "PROTON" // "OXYGEN-MOLECULE"	"FE+3" // "WATER"
RXN-15294	CPLX0-3969	"CPLX0-3969"	"RXN-15294"	PHYSIOL-LEFT-TO-RIGHT	WATER // OXYGEN-MOLECULE // FE+2 // CPD-16500 // PROTON	FE+2 // OXYGEN-MOLECULE // WATER	CPD-16500 // PROTON	"FE+2" // "OXYGEN-MOLECULE" // "WATER"	"CPD-16500" // "PROTON"
RXN-13519	CYT-O-UBIOX-CPLX // NADH-DHI-CPLX	"CYT-O-UBIOX-CPLX" // "NADH-DHI-CPLX"	"RXN-13519"	LEFT-TO-RIGHT	PROTON	PROTON	PROTON	"PROTON"	"PROTON"
OHMETHYLBILANESYN-RXN	OHMETHYLBILANESYN-MONOMER	"OHMETHYLBILANESYN-MONOMER"	"OHMETHYLBILANESYN-RXN"	LEFT-TO-RIGHT	PORPHOBILINOGEN // WATER // AMMONIUM // HYDROXYMETHYLBILANE	WATER // PORPHOBILINOGEN	AMMONIUM // HYDROXYMETHYLBILANE	"WATER" // "PORPHOBILINOGEN"	"AMMONIUM" // "HYDROXYMETHYLBILANE"
PANTEPADENYLYLTRAN-RXN	COADTRI-CPLX	"COADTRI-CPLX"	"PANTEPADENYLYLTRAN-RXN"	LEFT-TO-RIGHT	ATP // PANTETHEINE-P // PROTON // DEPHOSPHO-COA // PPI	PROTON // PANTETHEINE-P // ATP	DEPHOSPHO-COA // PPI	"PROTON" // "PANTETHEINE-P" // "ATP"	"DEPHOSPHO-COA" // "PPI"
RXN-8461	""	""	"RXN-8461"	LEFT-TO-RIGHT	CPD-253 // PROTON // CPD-8651 // WATER	CPD-253	PROTON // CPD-8651 // WATER	"CPD-253"	"PROTON" // "CPD-8651" // "WATER"
NAPHTHOATE-SYN-RXN	CPLX0-7882	"CPLX0-7882"	"NAPHTHOATE-SYN-RXN"	LEFT-TO-RIGHT	CPD-6972 // PROTON // CPD-9925 // WATER	PROTON // CPD-6972	CPD-9925 // WATER	"PROTON" // "CPD-6972"	"CPD-9925" // "WATER"
RXN-10720	""	""	"RXN-10720"	LEFT-TO-RIGHT	CPD-476 // KYNURENATE // WATER // PROTON	CPD-476	KYNURENATE // WATER // PROTON	"CPD-476"	"KYNURENATE" // "WATER" // "PROTON"
2.7.1.148-RXN	CPLX0-3841	"CPLX0-3841"	"2.7.1.148-RXN"	LEFT-TO-RIGHT	ATP // 4-CYTIDINE-5-DIPHOSPHO-2-C // PROTON // 2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET // ADP	4-CYTIDINE-5-DIPHOSPHO-2-C // ATP	PROTON // 2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET // ADP	"4-CYTIDINE-5-DIPHOSPHO-2-C" // "ATP"	"PROTON" // "2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET" // "ADP"
RXN0-3922	ALDHDEHYDROG-MONOMER	"ALDHDEHYDROG-MONOMER"	"RXN0-3922"	PHYSIOL-LEFT-TO-RIGHT	WATER // NAD // GAMMA-GLUTAMYL-GAMMA-AMINOBUTYRALDEH // CPD-9000 // NADH // PROTON	GAMMA-GLUTAMYL-GAMMA-AMINOBUTYRALDEH // NAD // WATER	CPD-9000 // NADH // PROTON	"GAMMA-GLUTAMYL-GAMMA-AMINOBUTYRALDEH" // "NAD" // "WATER"	"CPD-9000" // "NADH" // "PROTON"
RXN0-3942	CPLX0-3943	"CPLX0-3943"	"RXN0-3942"	LEFT-TO-RIGHT	WATER // CPD-9000 // 4-AMINO-BUTYRATE // GLT	CPD-9000 // WATER	4-AMINO-BUTYRATE // GLT	"CPD-9000" // "WATER"	"4-AMINO-BUTYRATE" // "GLT"
RXN-12539	""	""	"RXN-12539"	LEFT-TO-RIGHT	CPD-12377 // CPD-479 // ETHYLENE-CMPD // CPD-7671 // CARBON-DIOXIDE	CPD-479 // CPD-12377	ETHYLENE-CMPD // CPD-7671 // CARBON-DIOXIDE	"CPD-479" // "CPD-12377"	"ETHYLENE-CMPD" // "CPD-7671" // "CARBON-DIOXIDE"
RXN0-3543	G6246-MONOMER // G6580-MONOMER	"G6246-MONOMER" // "G6580-MONOMER"	"RXN0-3543"	PHYSIOL-LEFT-TO-RIGHT	WATER // AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP // PROTON // AMINO-HYDROXYMETHYL-METHYL-PYR-P // Pi	AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP // WATER	PROTON // AMINO-HYDROXYMETHYL-METHYL-PYR-P // Pi	"AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP" // "WATER"	"PROTON" // "AMINO-HYDROXYMETHYL-METHYL-PYR-P" // "Pi"
PYRIMSYN3-RXN	HMP-P-KIN-CPLX	"HMP-P-KIN-CPLX"	"PYRIMSYN3-RXN"	LEFT-TO-RIGHT	ATP // AMINO-HYDROXYMETHYL-METHYL-PYR-P // AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP // ADP	AMINO-HYDROXYMETHYL-METHYL-PYR-P // ATP	AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP // ADP	"AMINO-HYDROXYMETHYL-METHYL-PYR-P" // "ATP"	"AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP" // "ADP"
TRANS-RXN0-462	""	""	"TRANS-RXN0-462"	LEFT-TO-RIGHT	HMP	HMP	HMP	"HMP"	"HMP"
TRANS-RXN0-276	CPLX0-7720	"CPLX0-7720"	"TRANS-RXN0-276"	LEFT-TO-RIGHT	CPD0-1189	CPD0-1189	CPD0-1189	"CPD0-1189"	"CPD0-1189"
ADCLY-RXN	ADCLY-CPLX	"ADCLY-CPLX"	"ADCLY-RXN"	REVERSIBLE	4-AMINO-4-DEOXYCHORISMATE // PROTON // P-AMINO-BENZOATE // PYRUVATE	4-AMINO-4-DEOXYCHORISMATE	PROTON // P-AMINO-BENZOATE // PYRUVATE	"4-AMINO-4-DEOXYCHORISMATE"	"PROTON" // "P-AMINO-BENZOATE" // "PYRUVATE"
H2PTEROATESYNTH-RXN	H2PTEROATESYNTH-CPLX	"H2PTEROATESYNTH-CPLX"	"H2PTEROATESYNTH-RXN"	LEFT-TO-RIGHT	DIHYDROPTERIN-CH2OH-PP // P-AMINO-BENZOATE // 7-8-DIHYDROPTEROATE // PPI	P-AMINO-BENZOATE // DIHYDROPTERIN-CH2OH-PP	7-8-DIHYDROPTEROATE // PPI	"P-AMINO-BENZOATE" // "DIHYDROPTERIN-CH2OH-PP"	"7-8-DIHYDROPTEROATE" // "PPI"
RXN-6423	""	""	"RXN-6423"	REVERSIBLE	4-AMINO-BUTYRALDEHYDE // CPD-6124 // WATER	4-AMINO-BUTYRALDEHYDE	CPD-6124 // WATER	"4-AMINO-BUTYRALDEHYDE"	"CPD-6124" // "WATER"
AMINOBUTDEHYDROG-RXN	ALDHDEHYDROG-MONOMER // CPLX0-3641	"ALDHDEHYDROG-MONOMER" // "CPLX0-3641"	"AMINOBUTDEHYDROG-RXN"	LEFT-TO-RIGHT	WATER // NAD // 4-AMINO-BUTYRALDEHYDE // 4-AMINO-BUTYRATE // NADH // PROTON	4-AMINO-BUTYRALDEHYDE // NAD // WATER	4-AMINO-BUTYRATE // NADH // PROTON	"4-AMINO-BUTYRALDEHYDE" // "NAD" // "WATER"	"4-AMINO-BUTYRATE" // "NADH" // "PROTON"
